LSAT,UGPA,amerind,asian,black,hisp,mexican,other,puerto,white,gender,ZFYA
38,2.6,0,0,0,0,0,0,0,1,1,-0.69
33,2.8,0,0,0,0,0,0,0,1,0,-0.55
37,3.2,0,0,0,0,0,0,0,1,1,-0.59
35,3.3,0,0,0,0,0,0,0,1,1,0.86
35,2.9,0,0,0,0,0,0,0,1,0,-0.84
32,3.7,0,0,0,0,0,0,0,1,0,1.62
39,3.1,0,0,0,0,0,0,0,1,0,1.82
40,3.5,0,0,0,0,0,0,0,1,1,1.54
35,2.8,0,0,0,0,0,0,0,1,1,-0.23
35,2.5,0,0,0,0,0,0,0,1,0,-0.55
39,2.7,0,0,0,0,0,0,0,1,0,1.1
38,3.7,0,0,0,0,0,0,0,1,0,0.53
42,4,0,0,0,0,0,0,0,1,0,2.02
40,2.3,0,0,0,0,0,0,0,1,0,-0.92
37,2.9,0,0,0,0,0,0,0,1,0,-0.31
36,3,0,0,0,0,0,0,0,1,0,-0.68
37,3,0,0,0,0,0,0,0,1,0,0.94
34,3.9,0,0,0,0,0,0,0,1,1,0.57
30,3,0,0,0,0,0,0,0,1,0,0.65
33,2.4,0,0,0,0,0,0,0,1,0,0.01
36,2.8,0,0,0,0,0,0,0,1,1,-0.07
30,3.5,0,1,0,0,0,0,0,0,1,-1.6
28,2.8,0,0,1,0,0,0,0,0,1,-2.31
33,3.2,0,0,0,0,0,0,0,1,1,0.01
31,3.2,0,0,0,0,0,0,0,1,1,-0.51
30,3.1,0,0,0,0,0,0,0,1,1,-0.43
33,3.7,0,0,0,0,0,0,0,1,0,0.13
39,3.7,0,0,0,0,0,0,0,1,0,-0.03
35,2.9,0,0,0,0,0,0,0,1,1,-1.36
44,3.9,0,0,0,0,0,0,0,1,1,1.74
41,2.4,0,0,0,0,0,0,0,1,0,0.09
35,3.2,0,0,0,0,0,0,0,1,1,-0.96
35,3.2,0,0,0,0,0,0,0,1,0,1.7
28,2.4,0,0,0,1,0,0,0,0,0,-0.79
41,2.6,0,0,0,0,0,0,0,1,0,-0.07
36,3.4,0,0,0,0,0,0,0,1,0,0.85
34,3.5,0,0,0,0,0,0,0,1,1,-1.41
36,2.7,0,0,0,0,0,0,0,1,1,0.81
31,2.7,0,0,0,0,0,0,0,1,0,-1.99
34,3.3,0,0,0,0,0,0,0,1,1,-1.44
30,3.4,0,0,0,0,0,0,0,1,1,0.25
38,3.8,0,0,0,0,0,0,0,1,1,1.38
31,3.4,0,0,0,0,0,0,0,1,1,-0.03
35,3,0,0,0,1,0,0,0,0,1,0.45
26,3.6,0,0,0,0,0,0,0,1,1,-0.63
33,2.8,0,0,0,0,0,0,0,1,0,0.45
33,3.4,0,0,0,0,0,0,0,1,0,-0.07
30,2.8,0,0,0,0,1,0,0,0,1,-1.48
40,3.2,0,0,0,0,0,0,0,1,0,0.57
22,2.5,0,0,1,0,0,0,0,0,0,-1.64
36,3.2,0,0,0,0,0,0,0,1,0,-0.39
35,3.5,0,0,0,0,0,0,0,1,0,1.26
32,3,0,0,0,0,0,0,0,1,1,0.09
31,3.2,0,0,0,0,0,0,0,1,1,-1.56
37,3.4,0,0,0,0,0,0,0,1,1,0.09
35,2.4,0,0,0,0,0,0,0,1,0,0.53
32,3.2,0,0,0,0,0,0,0,1,0,0.29
32,3.3,0,0,0,0,0,0,0,1,0,-1.16
29,2.5,0,0,0,0,0,0,0,1,1,-0.75
32,3.5,0,0,0,0,0,0,0,1,1,0.05
37,3.3,0,0,0,0,0,0,0,1,0,-0.15
40,3.3,0,0,0,0,0,0,0,1,0,-0.59
39,3.3,0,0,0,0,0,0,0,1,0,-0.64
37,3.3,0,0,0,0,0,0,0,1,1,0.33
33,3.5,0,0,0,0,0,0,0,1,1,0.17
36,3.6,0,0,0,0,0,0,0,1,1,0.85
37,3,0,0,0,0,0,0,0,1,0,0.77
33,3.7,0,0,0,0,0,0,0,1,1,-0.38
30,3.6,0,0,0,0,0,0,0,1,0,1.54
38,2.8,0,0,0,0,0,0,0,1,0,-0.35
36,2.9,0,0,0,0,0,0,0,1,0,-0.92
21,2.7,0,0,0,0,0,0,0,1,1,-0.24
27,2.6,0,0,0,0,0,0,0,1,1,1.06
29,2.5,0,0,0,0,0,0,0,1,0,0.28
27,2.4,0,0,0,0,0,0,0,1,0,0.6
26,3.2,0,0,0,0,0,0,0,1,1,-0.28
30,2.5,0,0,0,0,0,0,0,1,0,0.69
28,3.1,0,0,0,0,0,0,0,1,0,0.35
37,3.5,0,0,0,0,0,0,0,1,1,0.8
36,3.5,0,0,0,0,0,0,0,1,1,0.9
32,2.2,0,0,0,0,0,0,0,1,0,0.25
32,2.7,0,0,0,0,0,0,0,1,0,0.16
22,2.8,0,0,0,0,0,0,0,1,0,0.4
28,2.7,0,0,0,0,0,0,0,1,0,-0.14
34,3.7,0,0,0,0,0,0,0,1,0,0.69
26,3,0,0,0,0,0,0,0,1,1,-0.28
28,2.8,0,0,0,0,0,0,0,1,1,-0.19
42,3.2,0,0,0,0,0,0,0,1,0,0.84
23,3.1,0,0,0,0,0,0,0,1,0,-0.46
29,2.7,0,0,0,0,0,0,0,1,0,1.14
30,2.5,0,0,0,0,0,1,0,0,1,0.55
38,2.9,0,0,0,0,0,0,0,1,1,0.13
24,2.9,0,0,0,0,0,0,0,1,0,0.2
31,2.2,0,0,0,0,0,0,0,1,0,0.5
34,3.6,0,0,0,0,0,0,0,1,1,1.09
30,2.9,0,0,0,0,0,0,0,1,0,1.24
25,2.6,0,0,0,0,0,0,0,1,0,0.9
25,2.5,0,0,0,0,0,0,0,1,1,0.25
26,2.7,0,0,0,0,0,0,0,1,0,0.16
17,3.5,0,0,0,0,0,0,0,1,0,0.2
26,2.5,0,0,0,0,0,0,0,1,0,-0.58
30,3.3,0,0,0,0,0,0,0,1,1,0.99
23,2.7,0,0,0,0,0,0,0,1,0,-0.19
31,2.5,0,0,0,0,0,0,0,1,0,0.6
40,3.3,0,0,0,0,0,0,0,1,1,0.99
41,3.2,0,0,0,0,0,0,0,1,1,1.64
31,2.1,0,0,0,0,0,0,0,1,0,0.16
24,3.3,0,0,0,0,0,0,0,1,0,0.87
36,2.2,0,0,0,0,0,0,0,1,0,1.49
26,2.7,0,0,0,0,0,0,0,1,1,-0.09
31,2.4,0,0,0,0,0,0,0,1,0,-0.4
28,2.3,0,0,0,0,0,0,0,1,0,0.46
39,2.9,0,0,0,0,0,0,0,1,1,1.39
39,3.3,0,0,0,0,0,0,0,1,1,2.02
28,2.3,0,0,0,0,0,0,0,1,0,-0.09
31,2.3,0,0,0,0,0,0,0,1,0,0.16
30,2.7,0,0,0,0,0,0,0,1,0,-0.39
33,2.4,0,0,0,0,0,0,0,1,1,-0.24
28,2.4,0,0,0,0,0,0,0,1,0,0.46
24,2.8,0,0,0,0,0,0,0,1,0,0.84
28,2.7,0,0,0,0,0,0,0,1,0,0.16
24,2.8,0,0,0,0,0,0,0,1,1,-0.68
18,3.3,0,0,1,0,0,0,0,0,0,-2.12
31,2.2,0,0,0,0,0,0,0,1,0,-0.14
27,2.5,0,0,0,0,0,0,0,1,0,-0.39
33,2.6,0,0,0,0,0,0,0,1,1,1.34
32,2.4,0,0,0,0,0,0,0,1,0,0.99
27,3.2,0,0,0,0,0,0,0,1,1,0.2
28,2.2,0,0,0,0,1,0,0,0,0,-0.31
39,3.5,0,0,0,0,0,0,0,1,1,0.4
28,2.9,0,0,0,0,0,0,0,1,0,-0.34
27,2.6,0,0,0,0,0,0,0,1,0,0.94
24,3,0,0,0,0,0,0,0,1,0,-0.05
26,3.1,0,0,0,0,0,0,0,1,1,-0.19
30,2.7,0,0,0,0,0,0,0,1,0,0.31
28,3.8,0,0,0,0,0,0,0,1,1,0.46
32,2.6,0,0,0,0,0,0,0,1,1,0.16
34,3.2,0,0,0,0,0,0,0,1,0,1.43
22,3,0,0,0,0,0,0,0,1,0,0.8
29,2.6,0,0,0,0,0,0,0,1,1,0.2
24,2.7,0,0,0,0,0,0,0,1,0,1.39
39,2.8,0,0,0,0,0,0,0,1,0,0.55
22,3,0,0,0,0,0,0,0,1,0,-0.83
33,1.9,0,0,0,0,0,0,0,1,0,1.05
24,3.8,0,0,0,0,0,0,0,1,0,1.14
32,2.7,0,0,0,0,0,0,0,1,1,0.16
27,2.7,0,0,0,0,0,0,0,1,0,0.31
20,3.2,0,0,0,0,0,0,0,1,1,0.16
18,2.7,0,0,0,0,0,0,0,1,0,0.1
34,2.3,0,0,0,0,0,0,0,1,1,1.2
33,3.1,0,0,0,0,0,0,0,1,1,1.24
35,2.7,0,0,0,0,0,0,0,1,0,1.2
32,2.6,0,0,0,0,0,0,0,1,1,1.88
24,2.8,0,0,0,0,0,0,0,1,0,0.28
30,2.1,0,0,0,0,0,0,0,1,0,0.99
43,2.8,0,0,0,0,0,0,0,1,0,0.6
24,2.4,0,0,0,0,0,0,0,1,0,-0.43
25,2.4,0,0,0,0,0,0,0,1,0,-0.93
30,3.2,0,0,0,0,0,0,0,1,0,1.97
38,2.8,0,0,0,0,0,0,0,1,0,-0.16
36,2.7,0,0,0,0,0,0,0,1,0,-1.11
41,2.7,0,0,0,0,0,0,0,1,0,-2.1
30,3.9,0,0,0,0,0,0,0,1,0,0.75
25,2.5,0,1,0,0,0,0,0,0,0,-1.86
40,3.2,0,0,0,0,0,0,0,1,0,2.24
37,3.1,0,0,0,0,0,0,0,1,1,-0.13
41,3.2,0,0,0,0,0,0,0,1,0,1.24
31,3.5,0,0,0,0,0,0,0,1,1,-2.21
39,2.6,0,0,0,0,0,0,0,1,1,0.37
39,3.1,0,0,0,0,0,0,0,1,0,0.66
31,3.7,0,0,0,0,0,0,0,1,1,1.09
39,3.6,0,0,0,0,0,0,0,1,1,1.9
37,2.9,1,0,0,0,0,0,0,0,0,0.34
39,2.6,0,0,0,0,0,1,0,0,0,0.66
37,2.4,0,1,0,0,0,0,0,0,0,-0.44
34,3.1,0,0,0,0,0,0,0,1,1,-0.46
35,3,0,0,0,0,0,0,0,1,1,0.71
35,3.2,0,0,0,0,0,0,0,1,0,-0.59
40,2.8,0,0,0,0,0,0,0,1,0,-0.16
40,2.6,0,0,0,0,0,0,0,1,0,1.49
27,3.2,0,0,0,1,0,0,0,0,1,-0.71
31,2.8,0,0,0,0,1,0,0,0,0,-0.23
30,2.6,0,0,0,0,1,0,0,0,0,0.31
34,3,0,0,0,0,0,0,0,1,0,-0.85
34,3.7,0,0,0,0,0,0,0,1,0,0.43
31,3.4,0,0,0,1,0,0,0,0,1,0.04
30,3,0,0,1,0,0,0,0,0,1,-0.1
34,3.6,0,0,0,0,0,0,0,1,1,1.22
36,3.2,0,0,0,0,0,0,0,1,0,-0.71
41,3.6,0,0,0,0,0,0,0,1,1,1.43
32,2.7,0,0,0,0,1,0,0,0,0,-0.22
34,3,0,0,0,0,0,0,0,1,0,-0.57
40,2.9,0,0,0,0,0,0,0,1,1,0.51
37,3,0,0,0,0,0,0,0,1,1,-0.55
33,3.5,0,0,0,0,0,0,0,1,0,-0.76
44,2.1,0,0,0,0,0,0,0,1,1,0.51
35,2.7,0,0,0,1,0,0,0,0,1,1
41,2.6,0,0,0,0,0,0,0,1,1,0.72
34,2.8,0,0,0,0,0,0,0,1,1,-1.15
38,2.8,0,0,0,0,0,0,0,1,0,0.66
31,3.7,0,0,0,0,0,0,0,1,1,0.01
40,3.5,0,0,0,0,0,0,0,1,0,1.49
34,3.3,0,0,0,0,0,0,0,1,1,-0.29
38,3.1,0,0,0,0,0,0,0,1,1,1.12
41,2.7,0,0,0,0,0,0,0,1,0,2.15
45,2.6,0,0,0,0,0,0,0,1,0,0.94
38,3.2,0,0,0,0,0,0,0,1,1,-0.59
32,3.1,0,0,0,0,0,0,0,1,0,1.09
35,3.4,0,0,0,0,0,0,0,1,1,1.52
31,3.1,0,0,0,0,1,0,0,0,1,0.2
40,3,0,0,0,0,0,0,0,1,1,2.24
38,3,0,0,0,0,0,0,0,1,1,0.46
41,3.2,0,0,0,0,0,0,0,1,1,0.53
32,3.6,0,0,0,0,0,0,0,1,0,0.5
32,2.8,0,0,0,0,0,0,0,1,0,0.98
34,2.6,0,1,0,0,0,0,0,0,0,-1.8
31,3.4,0,1,0,0,0,0,0,0,1,-0.19
41,2.4,0,0,0,0,0,0,0,1,0,0.12
34,3,0,0,0,0,0,0,0,1,0,1.28
28,3.3,0,0,0,0,1,0,0,0,1,-0.5
34,3.3,0,0,0,0,0,0,0,1,1,0.14
28,3.2,0,1,0,0,0,0,0,0,1,-1.44
38,3.2,0,0,0,0,0,0,0,1,1,-0.07
35,3.2,0,0,0,0,0,0,0,1,0,0.87
40,3.4,0,0,0,0,0,0,0,1,1,1.58
36,2.9,0,0,0,0,0,0,0,1,1,-0.21
34,3.1,0,0,0,0,0,0,0,1,0,-0.4
35,3,0,0,0,0,0,0,0,1,1,0.73
37,3,0,0,0,0,0,0,0,1,0,0.86
36,3.1,0,0,0,0,0,0,0,1,0,2.16
35,3.1,0,0,0,0,0,0,0,1,1,0.57
32,3.4,0,0,0,0,0,0,0,1,1,-0.31
36,3,0,0,0,0,0,0,0,1,0,1.22
38,3.2,0,0,0,0,0,0,0,1,1,0.69
29,3.8,0,0,0,0,0,0,0,1,1,0.24
32,3.3,0,0,0,0,0,0,0,1,1,0.6
34,3.2,0,0,0,0,0,0,0,1,0,-0.45
36,3.4,0,0,0,0,0,0,0,1,0,1.66
28,3.6,0,0,0,0,0,0,0,1,1,2.21
36,3,0,0,0,0,0,0,0,1,0,0.76
36,3.3,0,0,0,0,0,0,0,1,0,0.71
38,3,0,0,0,0,0,0,0,1,0,0
31,3.5,0,0,0,0,0,0,0,1,1,0.22
41,2.6,0,0,0,0,0,1,0,0,0,-0.58
28,2.7,0,0,0,0,1,0,0,0,0,0.21
32,2.8,0,1,0,0,0,0,0,0,0,0.82
36,3.1,0,0,0,0,0,0,0,1,0,0.18
43,3.1,0,0,0,0,0,0,0,1,0,1.97
37,2.5,0,0,0,0,0,0,0,1,0,-0.97
30,2.8,0,1,0,0,0,0,0,0,1,-0.32
32,2.7,0,0,1,0,0,0,0,0,0,0.01
29,3.5,0,0,0,0,1,0,0,0,1,1.2
39,2.8,0,0,0,0,0,0,0,1,1,-0.77
35,2.7,0,0,0,0,0,0,0,1,0,-0.38
35,3.4,0,0,0,0,0,0,0,1,1,-0.08
34,3.3,0,0,0,0,0,0,0,1,1,0.6
41,2.5,0,0,0,0,0,0,0,1,1,-0.24
38,2.4,0,1,0,0,0,0,0,0,0,-2.15
28,3.6,0,0,0,0,0,0,0,1,1,1.04
40,3.6,0,0,0,0,0,0,0,1,0,1.76
38,3.2,0,0,0,0,0,1,0,0,1,0.22
36,3,0,0,0,0,0,0,0,1,0,0.19
36,2.9,0,0,0,0,0,1,0,0,0,0.66
36,3.1,0,0,0,0,0,0,0,1,0,-0.21
39,2.1,0,0,1,0,0,0,0,0,0,-0.11
32,3.4,0,0,0,0,0,0,0,1,1,1.02
36,2.7,0,0,0,1,0,0,0,0,0,-0.61
29,3.5,0,0,0,0,0,0,0,1,0,-0.71
35,3.3,0,0,0,0,0,0,0,1,1,-0.57
37,2.9,0,0,0,0,0,0,0,1,0,-0.75
36,3.3,0,0,0,0,0,0,0,1,1,-0.44
40,3,0,0,0,0,0,0,0,1,1,-0.29
43,3.6,0,0,0,0,0,1,0,0,0,1.1
35,3.1,0,0,0,0,0,0,0,1,0,0.53
34,3.6,0,0,0,0,0,0,0,1,0,0.47
38,2.8,0,0,0,0,0,0,0,1,0,0.2
36,3.2,0,0,0,0,0,0,0,1,0,-0.51
39,2.7,0,0,0,0,0,0,0,1,1,0.15
36,3.5,0,0,0,0,0,1,0,0,1,0.76
34,2.6,0,0,0,0,1,0,0,0,0,0.34
35,3.1,0,0,0,0,0,0,0,1,1,-0.04
42,2.3,0,0,0,0,0,0,0,1,0,0.81
32,3.1,0,0,0,0,0,0,0,1,1,-0.02
37,3,0,0,0,0,1,0,0,0,1,0.06
36,3.5,0,0,0,0,0,0,0,1,0,2.03
36,2.6,1,0,0,0,0,0,0,0,1,0.4
35,3.4,0,0,0,0,0,0,0,1,0,0.3
33,3.3,0,0,0,0,0,0,0,1,0,2.13
34,3.1,0,1,0,0,0,0,0,0,0,0.91
33,2.9,0,0,0,0,0,0,0,1,0,0.01
35,3.5,0,0,0,0,0,0,0,1,0,0.67
36,3.1,0,0,0,0,0,0,0,1,0,-0.23
36,3.2,0,0,1,0,0,0,0,0,1,0.26
39,2.8,0,0,0,0,0,0,0,1,1,0.2
32,3.3,0,0,0,0,0,0,0,1,0,0.1
41,2.5,0,0,0,0,0,0,0,1,0,0.1
36,3,0,0,0,0,0,0,0,1,0,0.81
38,4,0,0,0,0,0,0,0,1,0,0.65
34,2.9,0,0,0,0,0,0,0,1,1,-0.5
41,3.7,0,0,0,0,0,0,0,1,0,1.06
48,3.2,0,0,0,0,0,0,0,1,0,1.78
35,3,0,1,0,0,0,0,0,0,1,-0.17
39,2.8,0,0,0,0,0,0,0,1,1,0.18
33,3.6,0,0,0,0,0,0,0,1,0,0.44
40,3.4,0,0,0,0,0,0,0,1,0,-0.49
33,3.8,0,0,0,0,0,0,0,1,0,0.39
32,2.8,0,0,1,0,0,0,0,0,1,-0.89
25,3,0,0,1,0,0,0,0,0,0,-0.36
33,3.1,0,0,0,0,0,0,0,1,1,0.43
36,3.5,0,0,0,0,0,0,0,1,0,0.84
43,3.3,0,0,0,0,0,0,0,1,0,0.14
26,3.4,0,0,0,0,0,0,1,0,1,-1.51
40,3.4,0,0,0,0,0,0,0,1,1,-0.66
35,3.5,0,0,0,0,0,0,0,1,1,0.86
31,2.8,0,0,1,0,0,0,0,0,0,-0.78
38,3.8,0,0,0,0,0,0,0,1,0,0.04
41,3.5,0,0,0,0,0,0,0,1,0,1.34
33,3.8,0,0,0,1,0,0,0,0,0,1.03
38,3.8,0,0,0,0,0,0,0,1,1,0.64
45,3.8,0,0,0,0,0,0,0,1,0,1.71
42,3.3,0,0,0,0,0,0,0,1,0,-0.44
37,4,0,0,0,0,0,1,0,0,1,0.83
35,2.6,0,0,1,0,0,0,0,0,0,-1.04
38,3.4,0,0,0,0,0,0,0,1,1,-1.04
27,2.8,0,0,0,1,0,0,0,0,1,-1.36
29,3,0,0,1,0,0,0,0,0,1,-1.71
39,3.5,0,0,0,0,0,0,0,1,1,1.31
36,3.2,0,1,0,0,0,0,0,0,0,-0.51
40,3.3,0,0,0,0,0,0,0,1,0,-1.56
39,3.8,0,0,0,0,0,0,0,1,1,0.08
38,3.4,0,0,0,0,0,0,0,1,1,0.36
34,3.3,0,0,0,0,0,0,0,1,0,-0.01
37,3.4,0,0,0,0,0,0,0,1,1,1.24
29,3,0,0,1,0,0,0,0,0,1,-0.42
42,3.8,0,0,0,0,0,0,0,1,1,1.31
42,3.9,0,0,0,0,0,0,0,1,0,1.95
45,2.6,0,0,0,0,0,0,0,1,0,0.48
41,3,0,0,0,0,0,0,0,1,0,1.45
44,2.9,0,0,0,0,0,0,0,1,1,1.61
37,3.8,0,0,0,0,0,0,0,1,1,1.8
29,2.9,1,0,0,0,0,0,0,0,1,-1.36
21,3.5,0,0,1,0,0,0,0,0,1,-0.39
32,2.7,0,0,0,0,0,1,0,0,1,-0.79
38,3.3,0,0,0,0,0,0,0,1,1,0.58
40,3.2,0,0,0,0,0,0,0,1,1,-1.08
34,3.5,0,0,0,0,0,0,0,1,0,-0.54
24,3.4,0,0,1,0,0,0,0,0,1,-0.37
27,3.4,0,0,1,0,0,0,0,0,1,-1.81
29,2.9,0,0,1,0,0,0,0,0,1,-1.24
42,2.9,0,0,0,0,0,0,0,1,1,-0.26
39,3.3,0,0,0,0,0,0,0,1,1,0.01
42,3.5,0,0,0,0,0,0,0,1,0,0.54
24,3.1,0,0,1,0,0,0,0,0,1,-1.34
38,3.4,0,0,0,0,0,0,0,1,0,0.36
42,3.1,0,0,0,0,0,0,0,1,1,0.99
39,3.5,0,0,0,0,0,0,0,1,1,1.21
39,2.8,0,0,0,1,0,0,0,0,0,0.98
35,3.5,0,0,0,0,0,0,0,1,1,1.36
38,3.2,0,0,0,0,0,0,0,1,0,-0.04
37,3.2,0,0,1,0,0,0,0,0,1,0.26
41,3.1,0,0,0,0,0,0,0,1,1,-1.56
35,3.6,0,0,0,0,0,0,0,1,0,-0.49
41,3.2,0,0,0,0,0,0,0,1,0,-0.78
37,3.6,0,0,0,0,0,0,0,1,1,-0.53
39,3.4,0,0,0,0,0,0,0,1,0,1.09
37,3.7,0,0,0,0,0,0,0,1,0,1.34
44,3.2,0,0,0,0,0,0,0,1,0,0.83
42,3.5,0,0,0,0,0,0,0,1,1,-0.11
40,3.2,0,0,0,0,0,0,0,1,1,0.74
38,3,0,0,0,0,0,0,0,1,0,0.48
43,3,0,0,0,0,0,0,0,1,0,0.06
42,3.4,0,0,0,0,0,0,0,1,1,0.18
33,3.7,0,0,0,0,0,0,0,1,1,0.04
32,3.3,0,0,0,0,1,0,0,0,1,0.63
44,2.8,0,0,0,0,0,0,0,1,1,-0.06
39,3.7,0,0,0,0,0,0,0,1,0,0.13
39,3.2,0,0,0,0,0,0,0,1,1,0.59
34,3.7,0,0,0,0,0,0,0,1,1,0.31
42,3.5,0,0,0,0,0,0,0,1,1,-0.31
41,3.3,0,0,0,0,0,0,0,1,1,0.28
33,3.9,0,0,0,0,0,0,0,1,1,-0.63
34,3.6,0,0,0,0,0,0,0,1,0,-0.14
47,3.1,0,0,0,0,0,0,0,1,0,1.5
39,3.6,0,0,0,0,0,0,0,1,1,-0.83
41,3.3,0,0,0,0,0,0,0,1,1,1.33
33,3.7,0,0,0,0,0,0,0,1,0,-0.53
28,2.9,0,0,0,1,0,0,0,0,1,-2.09
36,3.9,0,0,0,0,0,0,0,1,1,0.08
41,3.5,0,0,0,0,0,0,0,1,1,-0.26
33,3.8,0,0,0,0,0,0,0,1,0,-0.78
30,3.8,1,0,0,0,0,0,0,0,1,0.28
39,3.1,0,0,0,0,0,0,0,1,1,-0.36
33,4,0,0,0,0,0,0,0,1,0,0.48
42,4,0,0,0,0,0,0,0,1,1,1.95
32,3.2,0,0,1,0,0,0,0,0,1,-1.74
40,3.5,0,0,0,0,0,0,0,1,1,-0.34
36,3.4,0,0,0,0,0,0,0,1,1,0.23
37,3.5,0,0,0,0,0,0,0,1,1,1.65
40,3.4,0,0,0,0,0,0,0,1,0,0.36
43,2.9,0,0,0,0,0,0,0,1,0,0.16
43,3,0,0,0,0,0,0,0,1,0,0.73
41,3.3,0,0,0,0,0,0,0,1,0,0.21
40,3.5,0,0,0,0,0,0,0,1,0,0.46
28,3.2,0,0,1,0,0,0,0,0,1,-1.61
40,3.1,0,0,0,0,0,0,0,1,0,0.58
42,3,0,0,0,0,0,0,0,1,1,-0.22
35,3.7,0,0,0,0,0,0,0,1,0,-0.07
38,3.3,0,0,0,0,0,0,0,1,1,1.31
37,3.9,0,0,0,0,0,1,0,0,0,1.13
37,3.7,0,0,0,0,0,0,0,1,0,0.04
35,3.6,0,0,0,0,0,0,0,1,0,1.01
35,3.6,0,0,0,0,0,0,0,1,0,-1.19
40,2.8,0,0,0,0,0,0,0,1,0,1.29
43,3.1,0,0,0,0,0,0,0,1,0,1.83
40,3.4,0,0,0,0,0,0,0,1,1,0.94
35,3.6,0,0,0,0,0,0,0,1,0,-0.73
37,3.4,0,0,0,0,0,0,0,1,0,0.81
40,3.3,0,0,0,0,0,0,0,1,0,0.66
39,3.3,0,0,0,0,0,0,0,1,1,-0.89
36,3.5,0,0,0,0,0,0,0,1,0,1.48
43,3.4,0,0,0,0,0,0,0,1,1,0.38
36,3.7,0,0,0,0,0,0,0,1,0,0.43
42,3.5,0,0,0,0,0,0,0,1,0,-0.61
37,3.4,0,0,0,0,0,0,0,1,0,-0.02
42,3.5,0,0,0,0,0,0,0,1,0,1.56
42,3.1,0,0,0,0,0,0,0,1,1,0.46
42,2.9,0,0,1,0,0,0,0,0,0,0.13
40,3.5,0,0,0,0,0,0,0,1,1,1.03
32,2.7,0,0,0,1,0,0,0,0,1,-0.98
37,3.3,1,0,0,0,0,0,0,0,0,-0.74
38,3.3,0,0,0,0,0,0,0,1,0,0.49
41,3,0,0,0,0,0,0,0,1,0,-1.14
29,3.6,0,0,0,0,0,0,0,1,0,0.03
33,3.3,0,0,0,0,0,0,0,1,0,-0.42
38,3.3,0,0,0,0,0,0,0,1,1,1.21
28,3.6,0,1,0,0,0,0,0,0,1,-0.06
30,3.3,0,0,0,0,0,0,0,1,1,0.01
30,3.6,0,1,0,0,0,0,0,0,0,-0.24
33,3.1,0,0,0,0,0,0,0,1,1,-0.71
34,3.4,0,0,0,0,0,0,0,1,1,-0.06
29,3.1,0,0,1,0,0,0,0,0,1,0.29
33,3.5,0,0,0,0,0,0,0,1,1,-0.48
30,3.2,0,0,0,0,0,0,0,1,1,-0.46
37,3.1,0,0,0,0,0,0,0,1,0,0.26
29,3.4,0,0,0,0,0,1,0,0,0,0.98
32,3,0,0,0,0,0,0,0,1,0,-0.96
38,3.2,0,0,0,0,0,0,1,0,1,2.25
39,3.5,0,0,0,0,0,0,0,1,1,0.76
33,3.3,0,1,0,0,0,0,0,0,0,-0.14
33,3.2,0,1,0,0,0,0,0,0,0,-0.82
31,3.4,0,1,0,0,0,0,0,0,0,0.33
39,2.7,0,1,0,0,0,0,0,0,1,0.38
39,3.2,0,0,0,0,0,0,0,1,0,0.01
35,2.9,0,0,0,0,0,0,0,1,1,-1.27
28,2.9,0,0,0,0,0,0,0,1,0,-0.66
28,3.2,0,1,0,0,0,0,0,0,0,-0.55
38,3.1,0,0,0,0,0,0,0,1,1,1.84
35,3.2,0,0,0,0,0,1,0,0,1,-0.51
33,3.4,0,0,0,0,0,0,0,1,1,1.55
32,3,0,0,0,0,0,0,0,1,1,-0.12
32,3,0,0,0,0,0,0,0,1,0,0.33
37,3.4,0,0,0,0,0,0,0,1,1,-0.1
27,3.6,0,0,0,0,0,0,0,1,1,-0.75
34,3.3,0,0,0,0,0,0,0,1,1,0.37
31,3.1,0,0,0,0,0,1,0,0,1,-0.89
34,3.1,0,0,0,0,0,0,0,1,1,0.65
38,3.4,0,0,0,0,0,0,0,1,0,0.8
32,3.1,0,0,0,0,0,0,0,1,1,-0.35
36,2.9,0,0,0,0,0,0,0,1,1,-0.53
32,3.1,0,0,0,0,1,0,0,0,1,-0.55
34,3,0,0,0,0,0,0,0,1,1,-0.5
35,3.5,0,0,0,0,0,0,0,1,0,0.69
36,3.2,0,0,0,0,0,0,0,1,1,-0.59
33,2.8,0,0,0,0,0,0,0,1,0,-0.1
33,3.2,0,0,0,0,0,0,0,1,0,0.6
36,3.4,0,0,0,0,0,0,0,1,0,1.64
32,3.1,0,0,0,0,0,1,0,0,0,0.96
32,3.2,0,0,0,0,0,0,0,1,0,0.44
37,3.7,0,1,0,0,0,0,0,0,1,1.41
37,3.2,0,1,0,0,0,0,0,0,0,-0.39
31,3.3,0,0,0,0,0,0,0,1,0,0.13
34,3.1,0,1,0,0,0,0,0,0,1,-0.55
32,3.1,0,0,0,0,0,0,0,1,1,-0.44
37,3,0,1,0,0,0,0,0,0,0,-0.86
32,3.4,0,0,0,0,0,0,0,1,1,1.03
35,3.3,0,0,0,0,0,0,0,1,1,-0.32
39,3.4,0,0,0,0,0,0,0,1,1,0.85
37,3.1,0,0,0,0,0,0,0,1,1,1.63
32,3.1,0,0,0,0,0,0,0,1,1,0.28
31,3.1,0,0,0,0,0,0,0,1,0,1.84
38,2.8,0,0,0,0,0,0,0,1,0,0.21
33,3,0,1,0,0,0,0,0,0,1,0.78
33,3.3,0,0,0,0,0,0,0,1,0,0.92
32,3.6,0,0,0,0,0,0,0,1,1,-0.77
