ID,GBM_3,GBM_2,GBM_5,GBM_4,GBM_g4,GBM_g2,GBM_1,GBM_g3,GBM_g1,GBM_g5,XRT_1,DRF_1,DL_1,GLM_1
23980,0.96716,0.97328,0.94595,0.98495,0.95477,0.92214,0.99204,0.97898,0.93916,0.98376,0.99709,0.90495,0.93984,0.83004
46284,0.99949,0.99958,0.99918,0.9998,0.99917,0.99896,0.99952,0.99917,0.99896,0.99959,0.99889,1,0.99861,0.983
27780,0.99676,0.99773,0.99702,0.99269,0.99725,0.99511,0.9975,0.99933,0.99674,0.99939,0.98,0.99897,0.98959,0.98516
7648,0.99967,0.99971,0.9997,0.99993,0.9999,0.9992,0.99988,0.99944,0.9999,0.99984,1,1,0.9964,0.97753
38033,0.99723,0.99293,0.98531,0.99461,0.99129,0.95294,0.99392,0.97196,0.97785,0.99247,0.97057,0.93286,0.98491,0.79743
11006,0.94969,0.95633,0.94649,0.98055,0.99686,0.90029,0.99917,0.98485,0.89022,1,0.99333,0.88379,0.98752,0.80286
12985,0.96917,0.96805,0.95073,0.9877,0.96917,0.94428,0.95694,0.98018,0.95248,0.98045,0.988,0.94546,0.9884,0.81358
33709,0.99824,0.99858,0.99797,0.99968,0.99864,0.99766,0.99953,0.99832,0.99493,0.99958,1,1,0.9867,0.96819
12099,0.98508,0.98043,0.98176,0.9472,0.999,0.98354,0.91205,0.98237,0.97909,0.88543,0.99634,0.88715,0.95571,0.89373
7353,0.99418,0.99366,0.99376,0.99954,0.98515,0.99029,0.99094,0.9947,0.97181,0.99877,1,1,0.98089,0.9439
34479,0.98349,0.9543,0.94423,0.99667,0.9896,0.94929,0.99634,0.95339,0.97186,1,0.99453,0.99345,0.93404,0.90635
41722,0.97563,0.88974,0.99751,0.97506,0.98705,0.92013,0.92724,0.99329,0.96746,1,0.99979,0.90879,0.95093,0.81214
2396,0.97564,0.99234,0.90056,0.99573,0.97009,0.99026,0.98907,0.98517,0.97453,1,1,0.97056,0.97286,0.95941
8512,0.99968,0.98648,0.9983,0.97872,0.97066,0.97522,0.98538,0.99955,0.98526,0.99343,0.98159,0.99189,0.91276,0.80849
35257,0.99462,0.99467,0.99368,0.99005,0.98794,0.99657,0.99693,0.9922,0.99101,0.99936,1,0.98154,0.98355,0.90723
26725,0.95581,0.93668,0.98871,0.9817,0.98849,0.91645,0.96062,0.94483,0.96232,1,0.98,0.93754,0.95807,0.77634
1917,0.97106,0.98382,0.99267,0.98954,0.99208,0.98173,0.99243,0.98956,0.99951,0.99481,0.98593,0.99193,0.96214,0.83178
24796,0.99962,0.99978,0.99965,0.9997,0.99971,0.99924,0.99969,0.99945,0.99962,0.99991,1,1,0.99961,0.98747
32159,0.9994,0.99931,0.99962,0.99959,0.99971,0.99887,0.99942,0.99963,0.99653,0.99848,1,0.98,0.99463,0.99265
47371,0.988,0.97758,0.97489,0.99353,0.98193,0.94038,0.98043,0.9625,0.97003,0.99069,0.99477,0.98608,0.81909,0.85498
26515,0.9988,0.99919,0.99806,0.99929,0.9979,0.9975,0.99896,0.99608,0.99909,0.99794,0.9975,0.99867,0.98957,0.94404
42019,0.99685,0.98789,0.99317,0.99845,0.98863,0.99234,0.99289,0.97157,0.97826,0.99785,1,0.98,0.99491,0.91289
47905,0.99346,0.996,0.99304,0.99195,0.99582,0.9887,0.98764,0.99417,0.99948,0.99293,1,0.99892,0.96919,0.87839
33804,0.95737,0.98289,0.95364,0.975,0.95308,0.97636,0.97719,0.97592,0.94576,0.97367,0.98024,0.99425,0.99137,0.95507
4721,0.99627,0.99527,0.997,0.99885,0.99964,0.99467,0.99868,0.99785,0.99143,0.99929,1,0.99863,0.99018,0.95986
40113,0.99764,0.99892,0.99694,0.99926,0.99689,0.9968,0.99821,0.9962,0.98711,0.99652,1,0.98,0.99835,0.95073
17827,0.99967,0.99966,0.99929,0.9999,0.99943,0.99882,0.99968,0.99962,0.99974,0.99994,1,1,0.99956,0.9939
35120,0.99591,0.99528,0.99752,0.99896,0.9982,0.98303,0.99766,0.99397,0.99001,1,0.98,0.91917,0.87933,0.7771
9138,0.99751,0.99961,0.99923,0.99797,0.99978,0.99406,0.99999,0.9984,0.99128,0.99807,0.98,0.93375,0.97492,0.81215
11340,0.98921,0.95529,0.95235,0.99391,0.99411,0.92852,0.98136,0.96262,0.93935,1,0.98912,0.99755,0.9513,0.89453
38213,0.99761,0.99833,0.99818,0.99829,0.99702,0.99588,0.99703,0.99503,0.9994,0.99974,1,0.99982,0.99121,0.97909
27082,0.99939,0.99227,0.99637,0.99976,0.99538,0.98904,0.99991,0.99997,0.99691,0.99874,0.98,0.94006,0.90253,0.83138
42465,0.99971,0.99977,0.99974,0.99969,0.99975,0.9992,0.99998,0.99983,0.99979,0.99995,1,1,0.99946,0.99344
37169,0.91833,0.96391,0.96872,0.99427,0.89455,0.90662,0.96472,0.95854,0.99892,1,1,0.95791,0.94237,0.78231
20788,0.935,0.9148,0.92645,0.98639,0.8783,0.88767,0.98068,0.92957,0.86427,1,0.98182,0.98194,0.92048,0.84512
28561,0.99892,0.99945,0.99882,0.99945,0.99839,0.99804,0.99724,0.99873,0.99731,0.99609,0.99333,0.99333,0.99899,0.98011
9199,0.94634,0.96693,0.97143,0.99179,0.95235,0.92653,0.97988,0.98071,0.96183,1,0.99891,0.82688,0.94736,0.80572
16739,0.9646,0.98887,0.97946,0.95408,0.98502,0.97281,0.99939,0.96342,0.96622,1,0.99818,0.96385,0.97696,0.91095
41961,0.99549,0.99854,0.96951,0.99791,0.99916,0.99814,0.99986,0.98951,0.99866,1,0.94,0.78,0.92514,0.78065
11379,0.97329,0.97782,0.97841,0.99066,0.99451,0.98372,0.99974,0.98604,0.9863,0.99815,0.98629,0.99707,0.96799,0.88452
15022,0.92568,0.87481,0.87155,0.98331,0.95924,0.89165,0.95291,0.86928,0.93831,0.98452,0.98,0.95284,0.93652,0.83406
5765,0.9973,0.99979,0.99196,0.99959,0.9981,0.99431,0.99906,0.99427,0.99978,0.99813,1,0.97,0.99972,0.99698
26923,0.99923,0.99913,0.99881,0.99988,0.99987,0.99865,0.9994,0.99835,0.99653,0.99947,0.99995,1,0.9912,0.9625
7529,0.93605,0.93898,0.9363,0.94573,0.82267,0.9129,0.9668,0.9515,0.91949,1,0.98111,0.91648,0.9345,0.7789
36290,0.99978,0.99501,0.99635,0.99828,0.99767,0.98982,0.99937,0.99072,0.98888,0.99998,0.98286,0.99729,0.91494,0.77925
23594,0.99525,0.99772,0.99198,0.99628,0.99709,0.99332,0.99346,0.99402,0.99792,0.99994,0.99668,1,0.91006,0.86919
16791,0.98743,0.9859,0.97577,0.98847,0.99362,0.97334,0.96419,0.98342,0.99433,0.98004,0.97678,0.95602,0.9981,0.80733
40121,0.98319,0.99418,0.99557,0.99515,0.99624,0.99281,0.994,0.99238,0.9826,0.99016,1,0.98,0.99874,0.97709
33472,0.99796,0.99925,0.9997,0.99918,0.99874,0.99608,0.99998,0.99851,0.99751,0.99929,1,1,0.99724,0.96956
24463,0.99221,0.90386,0.97013,0.97557,0.9916,0.91122,0.96806,0.93593,0.95281,0.95503,0.99263,0.95128,0.80324,0.83626
31610,0.99966,0.99979,0.99972,0.99998,0.99985,0.99924,0.99986,0.99966,0.99965,0.99983,1,1,0.99903,0.98269
48446,0.97072,0.97722,0.98552,0.98167,0.99891,0.98138,0.97741,0.97607,0.92736,0.97872,0.99482,0.98645,0.982,0.94684
10726,0.99236,0.99576,0.99728,0.99905,0.99942,0.99334,0.99796,0.98777,0.99473,0.99919,1,0.99778,0.99956,0.97847
21459,0.9865,0.98318,0.98814,0.9735,0.97512,0.98785,0.98907,0.98651,0.97427,0.98742,0.97818,0.97742,0.99476,0.89839
6253,0.92353,0.91553,0.97404,0.95698,0.96544,0.88376,0.98947,0.93025,0.9396,1,0.99335,0.9704,0.87274,0.80133
46364,0.94761,0.95599,0.95395,0.96627,0.94286,0.95153,0.93261,0.95616,0.98017,0.98256,0.99741,0.93764,0.97783,0.88157
40945,0.99984,0.99969,0.99969,0.99981,0.99983,0.99917,1,0.99922,0.99951,0.9998,1,1,0.99621,0.97647
48773,0.96165,0.95751,0.95958,0.96289,0.98656,0.96519,0.99428,0.97046,0.99985,0.94323,0.983,0.97587,0.97509,0.88921
1699,0.99828,0.99762,0.9989,0.99994,0.99406,0.99725,0.99957,0.99731,0.99899,0.99839,1,1,0.99581,0.99433
18078,0.99244,0.99705,0.99434,0.99546,0.99998,0.97962,0.99537,0.99269,0.98596,0.99848,1,0.98192,0.93049,0.87582
44610,0.98978,0.99587,0.99312,0.99485,0.98889,0.98473,0.99132,0.99135,0.97151,0.99591,0.96,0.95,0.95857,0.86282
366,0.92772,0.87675,0.97102,0.97924,0.9598,0.88653,0.98274,0.92915,0.99855,1,0.98795,0.95814,0.86122,0.80575
48148,0.9997,0.99979,0.99979,0.99988,0.99983,0.99922,0.99994,0.99985,0.9997,0.99984,1,1,0.99989,0.99685
27188,0.99805,0.99999,0.98684,0.99648,0.9964,0.98154,0.99886,0.97973,0.9774,0.99904,0.97567,0.97245,0.96171,0.95918
23351,0.99846,0.99901,0.99877,0.9954,0.99627,0.99682,0.99601,0.99887,0.99974,0.99817,1,0.98533,0.99982,0.99664
46589,0.98772,0.98845,0.9801,0.95944,0.97355,0.99047,0.99702,0.98744,0.99482,0.98222,0.9863,0.99284,0.86598,0.86245
28771,0.99902,0.99949,0.99908,0.99965,0.99705,0.99888,0.99964,0.99887,0.99599,0.99974,1,1,0.99686,0.95507
45507,0.99969,0.99967,0.99931,0.99984,0.99967,0.9989,0.99982,0.99974,0.9995,0.99974,1,1,0.99973,0.99703
45143,0.99972,0.99961,0.99929,0.99965,0.99998,0.99854,0.99959,0.99855,0.99885,0.99959,1,1,0.99861,0.97993
43221,0.99887,0.99901,0.9988,0.99973,0.99922,0.99853,0.99949,0.99884,0.99902,0.99942,0.99333,0.998,0.99823,0.97554
23649,0.99442,0.99743,0.92982,0.99407,0.99877,0.98944,0.9931,0.97739,0.99539,0.99912,0.99734,0.99553,0.95581,0.93059
19047,0.99838,0.99898,0.99847,0.99948,0.99853,0.9978,0.999,0.99856,0.99747,0.99968,0.99977,0.99971,0.99591,0.96989
8709,0.98628,0.99154,0.96355,0.96134,0.97297,0.97263,0.99837,0.98896,0.96976,1,0.984,0.98,0.98305,0.9814
47716,0.97354,0.99065,0.98341,0.99856,0.9972,0.95567,0.99057,0.98337,0.9363,1,0.99245,0.83553,0.92993,0.82152
33748,0.98568,0.98466,0.98128,0.99349,0.9881,0.98306,0.98878,0.99193,0.99892,0.99362,0.99747,0.99954,0.98259,0.96187
43225,0.98926,0.99267,0.99378,0.99841,0.99908,0.98714,0.99861,0.98876,0.99405,0.99751,0.99819,0.99062,0.98259,0.90721
18894,0.99875,0.99937,0.99933,0.99975,0.99952,0.99875,0.99958,0.999,0.99939,0.99813,1,1,0.99609,0.96998
14487,0.96998,0.97979,0.97808,0.9989,0.95885,0.94988,0.99572,0.97164,0.99056,0.9978,0.98491,0.98165,0.96088,0.92031
46507,0.9969,0.99864,0.9955,0.99987,0.99575,0.99502,0.99958,0.99606,0.99451,0.9959,0.99973,0.9992,0.97828,0.94243
34725,0.98116,0.97376,0.98802,0.99362,0.9921,0.95028,0.96214,0.97864,0.92103,0.9883,0.99144,0.98465,0.96779,0.85294
12465,0.98812,0.98123,0.99681,0.98927,0.95093,0.96071,0.99858,0.96221,0.92485,0.95743,0.98939,0.95914,0.97411,0.83626
46382,0.9917,0.99287,0.99376,0.99023,0.98732,0.99081,0.99369,0.9892,0.99777,0.99341,1,1,0.99255,0.94009
12509,0.99878,0.99888,0.99758,0.99823,0.99375,0.99776,0.99817,0.99751,0.9942,0.98939,0.996,0.99376,0.98436,0.93299
42073,0.78328,0.84393,0.8338,0.80027,0.76584,0.84933,0.85165,0.88955,0.61073,0.86296,0.89198,0.69609,0.81435,0.77756
8090,0.9909,0.99576,0.99268,0.99484,0.99505,0.98811,0.98994,0.9906,0.99898,0.99919,0.98526,0.99837,0.98263,0.93708
11283,0.99698,0.99818,0.99676,0.99794,0.99756,0.99521,0.99856,0.99658,0.99894,0.99899,1,1,0.99142,0.96077
48272,0.93976,0.95125,0.96141,0.92654,0.95805,0.96487,0.95413,0.95381,0.96052,0.92979,0.97825,0.87902,0.96563,0.82715
46297,0.98593,0.98074,0.97883,0.98478,0.97671,0.98396,0.99643,0.97756,0.99642,0.99671,0.97105,0.99403,0.97953,0.89289
44622,0.97833,0.97932,0.97677,0.98885,0.97252,0.96365,0.97053,0.98054,0.96402,1,0.96744,0.95834,0.94752,0.92241
26040,0.97388,0.92614,0.91306,0.97359,0.98018,0.8753,0.94286,0.92064,0.90453,1,0.9709,0.91373,0.9688,0.88551
3769,0.9869,0.99028,0.97904,0.99992,0.98876,0.9741,0.98594,0.96499,0.9992,0.99362,0.98277,0.99973,0.92788,0.84064
41954,0.9098,0.87023,0.94862,0.98008,0.97068,0.91065,0.97473,0.8923,0.96293,1,0.9936,0.84845,0.91672,0.77776
31849,0.98512,0.98934,0.99583,0.99822,0.99904,0.97309,0.99856,0.98666,0.96521,0.99076,0.99497,0.98001,0.9241,0.9255
8834,0.93891,0.96251,0.96437,0.95356,0.94022,0.94389,0.96342,0.95044,0.95341,0.96893,0.92761,0.91961,0.87694,0.81214
43787,0.97708,0.96235,0.97494,0.97745,0.98773,0.97055,0.97668,0.99907,0.97136,0.99049,0.96561,0.99232,0.85182,0.81963
6863,0.99164,0.9956,0.99145,0.96925,0.99681,0.99205,0.99569,0.99798,0.98194,0.92148,0.92,0.76583,0.9702,0.88016
41453,0.97588,0.93552,0.92675,0.99078,0.95729,0.88521,0.99709,0.91697,0.91368,1,0.99857,0.92133,0.99738,0.87189
30453,0.94939,0.97225,0.98241,0.99197,0.99007,0.93483,0.97732,0.96373,0.98795,0.99863,0.9992,0.94526,0.88806,0.78721
32395,0.98225,0.9797,0.97257,0.99527,0.95198,0.95782,0.98629,0.96581,0.98719,1,0.99929,0.97488,0.97307,0.95809
45251,0.98728,0.98583,0.92135,0.94692,0.9918,0.99234,0.96579,0.99515,0.95335,0.96938,0.99159,0.83083,0.98413,0.81203
11697,0.99944,0.99952,0.99893,0.99977,0.9985,0.99884,0.99944,0.99895,0.99965,0.99987,1,1,0.99913,0.98035
33805,0.96872,0.98257,0.99008,0.99522,0.98152,0.99006,0.98147,0.95929,0.96954,0.99377,0.95905,0.98333,0.93151,0.84707
3478,0.99303,0.99726,0.99597,0.99892,0.99076,0.99111,0.99598,0.98962,0.99005,0.99778,0.998,0.9995,0.98226,0.9105
30240,0.9956,0.99797,0.99708,0.99088,0.99049,0.99108,0.99324,0.99505,0.98911,0.99674,0.99846,0.97977,0.98694,0.95642
6561,0.99861,0.99365,0.99814,0.99894,0.99442,0.99617,0.99623,0.99941,0.99817,0.99952,1,0.96,0.99716,0.99253
46914,0.99944,0.99969,0.99966,0.99973,0.99991,0.99905,0.99981,0.99962,0.99981,0.99995,1,1,0.99944,0.98773
36036,0.96671,0.98236,0.98146,0.99134,0.93954,0.94472,0.99471,0.96884,0.99824,0.99873,0.98076,0.9546,0.87145,0.93043
13412,0.99431,0.99291,0.99336,0.9779,0.96266,0.99021,0.98718,0.98743,0.98338,0.989,0.99524,0.99312,0.95125,0.88511
41805,0.94377,0.97924,0.96084,0.98404,0.97149,0.97823,0.94682,0.95308,0.99618,0.98525,0.99381,0.9365,0.99553,0.94571
25273,0.99921,0.9995,0.99918,0.99992,0.99972,0.99835,0.9986,0.99914,0.99813,0.99842,1,1,0.99924,0.98422
35318,0.94279,0.92124,0.95212,0.85328,0.89808,0.95974,0.91148,0.9637,0.89243,0.7032,0.90707,0.78219,0.90626,0.84992
18921,0.99205,0.99332,0.98993,0.99738,0.98644,0.98663,0.9961,0.98953,0.98041,0.997,1,0.98118,0.97529,0.96789
33013,0.96016,0.9824,0.97927,0.9898,0.90087,0.96126,0.97486,0.98172,0.94898,0.99529,0.991,0.83749,0.87166,0.78394
29998,0.97098,0.97768,0.99081,0.9935,0.97019,0.97637,0.98714,0.96754,0.99265,0.97095,0.96341,0.84662,0.96506,0.88053
36897,0.99399,0.99762,0.99555,0.99632,0.99747,0.99227,0.99891,0.99348,0.99814,0.99708,0.99697,0.99959,0.9935,0.95886
21416,0.98831,0.98916,0.98811,0.99119,0.99512,0.98656,0.98585,0.98906,0.99275,0.99891,0.97926,0.99796,0.99932,0.9941
1511,0.93761,0.94375,0.96137,0.98075,0.95185,0.95124,0.97309,0.95936,0.952,1,0.985,0.98571,0.95736,0.92274
20900,0.97775,0.97948,0.98692,0.97395,0.96028,0.99031,0.99077,0.98348,0.98532,0.98229,0.98,0.99,0.98133,0.91069
43688,0.89804,0.95372,0.98942,0.90982,0.95963,0.94957,0.92765,0.92666,0.99482,0.83832,0.89096,0.89555,0.95958,0.77685
411,0.982,0.99639,0.88501,0.99513,0.98331,0.99136,0.99087,0.93708,0.94063,0.99883,0.99529,0.85473,0.83177,0.95326
35739,0.92726,0.93588,0.93338,0.96089,0.96747,0.87435,0.95053,0.89952,0.98123,1,0.98783,0.98743,0.97417,0.82076
18622,0.97447,0.91986,0.88892,0.9784,0.98812,0.87773,0.94453,0.96382,0.99538,1,0.98,0.86809,0.95095,0.83088
41917,0.99598,0.96416,0.95816,0.96908,0.97432,0.95294,0.98838,0.96054,0.93748,0.97101,0.9763,0.99614,0.94266,0.92004
27496,0.99166,0.98368,0.99863,0.9997,0.99747,0.99367,0.99471,0.9667,0.9599,0.99825,1,0.94,0.99477,0.85887
4662,0.95685,0.98145,0.97575,0.97946,0.96281,0.97615,0.93216,0.95748,0.95807,0.96842,1,0.976,0.99379,0.96635
26099,0.94219,0.88452,0.8961,0.97636,0.93123,0.86547,0.96365,0.91949,0.83596,0.98197,0.98229,0.8915,0.88994,0.83453
20048,0.99283,0.99365,0.9938,0.99922,0.99313,0.9885,0.99649,0.98812,0.99733,0.99728,0.99333,0.97941,0.99752,0.95198
32209,0.95797,0.8177,0.97539,0.83065,0.94028,0.9142,0.84187,0.89854,0.99697,0.87415,0.974,0.895,0.94607,0.91402
33994,0.99939,0.99927,0.99873,0.99902,0.99883,0.99857,0.99966,0.99825,0.99961,0.99915,1,1,0.99408,0.96975
42282,0.97581,0.96773,0.92696,0.99067,0.92947,0.89022,0.99865,0.9167,0.90541,0.98627,0.97811,0.84943,0.95394,0.86744
47548,0.93624,0.90406,0.9061,0.94328,0.90109,0.92278,0.94565,0.91991,0.98179,0.9877,0.89668,0.97071,0.93236,0.77626
14456,0.93471,0.89628,0.96462,0.9906,0.93557,0.88683,0.93214,0.9166,0.84753,0.98306,0.98051,0.90632,0.76815,0.86056
37877,0.99985,0.99916,0.99727,0.9994,0.99784,0.9978,0.99971,0.99644,0.99941,0.99909,0.98,0.99681,0.98766,0.92539
159,0.92232,0.95794,0.95961,0.96751,0.91732,0.93581,0.97155,0.94029,0.94297,0.98755,0.99998,0.98979,0.91968,0.7899
34823,0.98445,0.98489,0.949,0.99214,0.95071,0.97883,0.98259,0.99814,0.99949,0.99983,1,0.92,0.99994,0.98493
33188,0.99931,0.99961,0.99879,0.9989,0.99802,0.99868,0.99929,0.99929,0.99885,0.9957,0.99895,0.99,0.99746,0.96899
21052,0.97567,0.98057,0.66588,0.9833,0.98193,0.96432,0.99432,0.96943,0.95991,0.99845,0.97003,0.99168,0.85881,0.88559
1694,0.9935,0.99686,0.99586,0.99773,0.99824,0.99414,0.99741,0.99594,0.99529,0.99954,0.99931,0.995,0.99787,0.97786
9782,0.98391,0.98021,0.99955,0.99551,0.98642,0.99319,0.99699,0.99886,0.99183,0.97673,0.98,0.94,0.99257,0.98454
42124,0.98774,0.97805,0.97742,0.99895,0.96984,0.95742,0.99645,0.97297,0.97442,1,0.99512,0.97708,0.99306,0.89969
25556,0.99994,0.99982,0.99928,0.99929,0.99973,0.99938,0.99935,0.99985,0.99991,0.99995,0.99895,0.97833,0.9957,0.94449
34519,0.97436,0.98994,0.99511,0.97479,0.99565,0.95419,0.98574,0.99243,0.98515,0.99223,0.99345,0.9389,0.93148,0.86272
40176,0.98456,0.98946,0.99009,0.9785,0.99279,0.96546,0.99773,0.97369,0.96757,1,0.98248,0.99982,0.91214,0.92645
20254,0.99951,0.99959,0.99944,0.99985,0.99752,0.99849,0.99981,0.99821,0.99936,0.99957,1,1,0.99971,0.9832
43429,0.99931,0.99941,0.99901,0.99854,0.99936,0.99857,0.99935,0.99714,0.9985,0.99245,1,0.96,0.99946,0.98799
34527,0.99949,0.99921,0.99867,0.99956,0.99762,0.99831,0.9985,0.99827,0.99946,0.99716,1,0.99304,0.9885,0.92991
31903,0.98944,0.97734,0.80555,0.98918,0.98321,0.93797,0.99863,0.96161,0.99455,0.99992,0.9767,0.9725,0.972,0.7941
12157,0.96474,0.97404,0.97682,0.97181,0.98917,0.977,0.97989,0.97278,0.97796,0.95122,0.99318,0.97752,0.99523,0.91791
9778,0.98661,0.99088,0.98756,0.98838,0.99726,0.971,0.99649,0.98173,0.98625,0.99724,0.98,1,0.9424,0.93734
21102,0.87618,0.86482,0.83768,0.81309,0.7394,0.86371,0.82587,0.89297,0.77622,0.86583,0.96185,0.80277,0.85003,0.77802
287,0.93295,0.90164,0.90206,0.995,0.93691,0.86757,0.99885,0.92089,0.96456,1,0.99606,0.91554,0.91096,0.86538
4135,0.986,0.99355,0.99085,0.98883,0.99549,0.99023,0.99416,0.98975,0.99562,0.99533,1,0.97939,0.99918,0.97747
16670,0.99938,0.99941,0.99957,0.99992,0.99955,0.99907,0.99977,0.99934,0.99951,0.99948,0.99995,1,0.99428,0.97153
20262,0.99877,0.99978,0.99951,0.99849,0.9998,0.99864,0.99985,0.99873,0.99971,0.99984,1,0.98,0.98157,0.89618
27450,0.75903,0.84176,0.86846,0.77549,0.75644,0.86641,0.79484,0.87983,0.72678,0.74792,0.99142,0.65954,0.84054,0.77894
20928,0.99651,0.99825,0.99812,0.99969,0.99475,0.99605,0.99859,0.99471,0.99898,0.99991,1,0.97981,0.99674,0.96236
40991,0.99364,0.9977,0.99696,0.99956,0.99541,0.9932,0.99618,0.99261,0.99888,0.9986,0.98,0.99695,0.9977,0.96867
4183,0.99503,0.99863,0.99752,0.99378,0.98945,0.99293,0.99204,0.99681,0.99381,0.99836,0.99964,0.99539,0.9989,0.98688
12035,0.99947,0.99958,0.99913,0.99974,0.99613,0.99896,0.99796,0.99917,0.99086,0.99908,0.99889,1,0.99792,0.98128
5899,0.98646,0.99519,0.93262,0.99842,0.9476,0.98363,0.99617,0.99279,0.97993,1,0.99576,0.96277,0.94563,0.9682
38099,0.9933,0.98671,0.97825,0.99949,0.99757,0.983,0.99325,0.98642,0.98879,0.98954,0.95,0.86491,0.90201,0.79095
17168,0.96401,0.93014,0.954,0.94896,0.78871,0.89031,0.93143,0.90262,0.83366,0.99464,0.93413,0.91332,0.90647,0.85506
35493,0.98164,0.99875,0.9807,0.89038,0.91242,0.98858,0.91646,0.97649,0.99532,0.93213,0.98749,0.92317,0.97458,0.79492
29324,0.99978,0.99983,0.9994,0.99987,0.99989,0.99905,0.99915,0.9999,0.99993,0.99988,1,1,0.99976,0.99584
8153,0.99928,0.99939,0.99933,0.99994,0.99743,0.99905,0.9992,0.99917,0.99841,0.99928,0.99995,1,0.99247,0.96096
9968,0.99948,0.99961,0.99938,0.99959,0.99959,0.99856,0.99948,0.99959,1,0.99986,1,1,0.99962,0.9948
39051,0.85813,0.88348,0.86908,0.8964,0.85258,0.89976,0.85626,0.88282,0.80237,0.85349,0.87009,0.82143,0.87154,0.78877
3151,0.92668,0.86484,0.93327,0.99921,0.901,0.8994,0.92335,0.86331,0.85102,0.95802,0.99191,0.86823,0.79257,0.86347
19364,0.99564,0.99816,0.99691,0.99882,0.99965,0.99328,0.9969,0.99442,0.99561,0.9993,0.99977,0.9965,0.99498,0.96648
20279,0.99741,0.9923,0.99828,0.99376,0.99532,0.99008,0.99466,0.99158,0.97751,1,0.9975,0.99625,0.98429,0.96922
10823,0.98088,0.99077,0.96464,0.98305,0.9973,0.96786,0.97328,0.96512,0.99685,0.99377,0.97556,0.97542,0.90905,0.78971
4936,0.99808,0.99467,0.99481,0.99666,0.99826,0.99562,0.99288,0.98964,0.99843,0.99745,0.98027,0.97818,0.95648,0.86332
36485,0.99953,0.99955,0.99922,0.99979,0.9993,0.9989,0.99969,0.99925,0.99942,0.99973,1,1,0.99892,0.98694
18942,0.968,0.97416,0.96124,0.97864,0.89315,0.93183,0.99091,0.96087,0.99536,1,0.9812,0.94672,0.96017,0.92667
31197,0.9985,0.99982,0.99913,0.99832,0.99954,0.98963,0.99801,0.99939,0.99413,0.99785,0.9925,0.99994,0.99174,0.90197
31008,0.98659,0.98259,0.99056,0.98811,0.97797,0.98395,0.99756,0.98636,0.99362,0.99803,0.99661,0.99949,0.98766,0.85017
31308,0.95653,0.97263,0.97296,0.97439,0.94127,0.97956,0.94384,0.96558,0.99334,0.98957,0.9928,0.9615,0.99119,0.87224
26357,0.99905,0.99944,0.99884,0.99968,0.99816,0.99807,0.99841,0.99874,0.99853,0.99836,1,0.99333,0.99914,0.97823
583,0.99781,0.99906,0.99879,0.99921,0.99838,0.99728,0.99885,0.99692,0.99946,0.99865,1,0.99982,0.99586,0.9629
1218,0.99712,0.98649,0.99757,0.99959,0.985,0.98611,0.99977,0.99912,0.98922,0.99789,0.98,0.99994,0.99193,0.83526
23790,0.99937,0.99986,0.99931,0.9993,0.99912,0.99869,0.99786,0.99875,0.9988,0.99291,0.991,0.99987,0.99616,0.96573
8346,0.97697,0.98629,0.97769,0.99431,0.98297,0.96723,0.99517,0.97233,0.96755,1,0.99881,0.99102,0.97416,0.97493
6593,0.99938,0.99935,0.99876,0.99929,0.99889,0.9986,0.99908,0.99864,0.99971,0.99951,0.98995,0.9775,0.99834,0.9749
23290,0.99962,0.98524,0.91179,0.99416,0.95991,0.99522,0.99807,0.98828,0.96021,1,0.9919,0.922,0.95821,0.97507
47211,0.99543,0.99797,0.9963,0.99887,0.99498,0.99395,0.99862,0.99361,0.99255,0.99872,0.99777,0.99873,0.9986,0.97185
26445,0.99695,0.99878,0.99826,0.99998,0.99767,0.99618,0.99866,0.99681,0.99981,0.99961,1,0.99925,0.99922,0.97792
5950,0.9545,0.93748,0.94098,0.96666,0.8557,0.90537,0.97539,0.94756,0.97288,1,0.98783,0.95862,0.96426,0.79089
45987,0.98065,0.9896,0.98637,0.98406,0.95566,0.98132,0.986,0.97499,0.9582,0.99301,0.95819,0.99109,0.98686,0.95344
34742,0.99875,0.99874,0.99857,0.99943,0.9975,0.99825,0.99952,0.99835,0.99943,0.99927,0.99995,1,0.99954,0.97606
43828,0.99759,0.98848,0.99613,0.99978,0.98642,0.98274,0.99814,0.99978,0.98105,0.99842,0.98,0.96006,0.97929,0.80414
36594,0.98257,0.99194,0.98378,0.99421,0.98209,0.97902,0.98738,0.98011,0.99135,0.99094,0.99759,0.96073,0.9851,0.93921
44571,0.98182,0.97533,0.98322,0.97439,0.98237,0.96915,0.99369,0.97881,0.99869,0.98404,0.99831,0.98264,0.93911,0.8986
3607,0.91047,0.94538,0.92945,0.94299,0.97953,0.92158,0.97322,0.92173,0.91068,0.99448,0.96211,0.9198,0.91493,0.90804
35648,0.9984,0.99892,0.99958,0.99981,0.99896,0.99886,0.99968,0.99876,0.99954,0.99946,1,1,0.99685,0.99477
45504,0.99411,0.99628,0.9974,0.98907,0.99687,0.99588,0.99846,0.99875,0.99214,0.99901,0.996,0.98,0.99597,0.97716
19688,0.92174,0.91689,0.90062,0.99313,0.90837,0.85907,0.9811,0.87445,0.82568,1,0.98513,0.93965,0.9475,0.84535
