ID,SE_1,GBM_1,XRT_1,DRF_1,DL_1,GLM_1,SE_2,GBM_2,XRT_2,DRF_2,DL_2,GLM_2,SE_3,GBM_3,DL_3,XRT_3,DRF_3,GLM_3,SE_4,GBM_4,XRT_4,DRF_4,DL_4,GLM_4
17812,0.98424,0.98748,0.99891,0.98578,0.98007,0.96113,0.96304,0.9462,0.97679,0.94016,0.78236,0.89088,0.91765,0.94728,0.58568,0.96889,0.82248,0.87077,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
33639,0.97113,0.96563,0.99583,0.98504,0.88999,0.78156,0.94688,0.92406,0.99136,0.90292,0.86282,0.84566,0.93073,0.95716,0.68805,0.97461,0.87108,0.83203,0.97811,0.98285,1,0.78753,0.92437,0.85694
38357,0.9994,0.99999,1,0.99935,0.99991,0.94513,0.99952,0.99898,1,1,0.99961,0.98078,0.99833,0.99866,0.99665,0.99809,0.99922,0.97612,0.99604,0.99813,1,0.9995,0.99313,0.9609
30460,0.99289,0.99279,0.99777,0.84988,0.97214,0.78656,0.99409,0.99644,0.96344,0.96758,0.97763,0.88203,0.98227,0.99957,0.96081,0.98576,0.94716,0.89427,0.91378,0.9093,0.90531,0.82361,0.95617,0.91847
21040,0.986,0.98324,0.98,0.92,0.99862,0.99115,0.97814,0.97086,1,0.92,0.99764,0.9738,0.98519,0.9822,0.9435,1,1,0.96202,0.98732,0.97096,1,0.99588,0.99701,0.9894
3646,0.99737,0.99976,1,0.97275,0.96359,0.95284,0.99546,0.99447,1,1,0.97583,0.95231,0.95552,0.95284,0.83484,0.99352,0.99201,0.93072,0.98711,0.96876,1,0.99588,0.99738,0.98423
4706,0.99074,0.98186,1,0.93131,0.92357,0.88902,0.95709,0.93597,0.98958,0.96,0.9487,0.90169,0.99184,0.9923,0.91244,0.9972,0.93367,0.88183,0.97698,0.99777,1,0.75427,0.83934,0.86739
6022,0.97246,0.97512,0.95818,0.87437,0.9648,0.8282,0.9669,0.96203,0.9606,0.93663,0.92565,0.85237,0.93605,0.93164,0.91926,0.9355,0.87653,0.83375,0.9678,0.96768,0.98629,0.97414,0.94571,0.86884
45341,0.99697,0.99751,0.98,0.90235,0.92145,0.78842,0.99221,0.98635,0.9809,0.93769,0.80509,0.83128,0.93238,0.95425,0.66236,0.95143,0.84583,0.87724,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
5115,0.99655,0.9888,0.98232,0.98127,0.95669,0.913,0.99522,0.98624,1,0.98,0.95887,0.89051,0.9901,0.98122,0.88894,0.99195,0.99195,0.86572,0.98427,0.9332,1,0.96937,0.91517,0.93288
8530,0.98365,0.98237,0.96301,0.80597,0.99534,0.89868,0.9942,0.99379,0.97674,0.89421,0.99287,0.95651,0.99678,0.99967,0.98372,0.9998,0.99779,0.94689,0.99642,0.99691,0.99526,0.99062,0.99782,0.95662
25477,0.98594,0.98638,0.9991,0.99738,0.9944,0.95387,0.99319,0.98643,0.99893,0.96195,0.97035,0.93562,0.97747,0.9763,0.95288,0.99967,0.99722,0.919,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
10634,0.93452,0.94018,0.98426,0.94465,0.92467,0.91573,0.90787,0.90101,0.98016,0.90291,0.83498,0.914,0.89729,0.87337,0.6337,0.98396,0.89509,0.88705,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
43022,0.85294,0.82144,0.98134,0.9102,0.83983,0.78269,0.80128,0.80709,0.88991,0.90132,0.91303,0.85542,0.83599,0.86627,0.87632,0.74694,0.5927,0.83782,0.90759,0.88651,0.95749,0.95207,0.93742,0.86261
33786,0.99147,0.98789,0.992,0.99505,0.88109,0.79333,0.9897,0.95698,0.98214,0.97878,0.95401,0.897,0.98721,0.9977,0.88898,0.99529,0.97933,0.87576,0.97817,0.99589,0.99588,0.94358,0.91704,0.94478
6599,0.99385,0.99536,0.98,0.89248,0.83981,0.7765,0.99077,0.98901,0.97917,0.96,0.72526,0.83817,0.91305,0.89845,0.65552,0.9468,0.81098,0.85268,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
47088,0.98177,0.90988,0.98603,0.91686,0.8785,0.77639,0.99085,0.98788,0.99306,0.94857,0.92938,0.85143,0.99484,0.98435,0.90131,0.9734,0.96961,0.87952,0.99485,0.98282,1,0.81317,0.96385,0.86636
44664,0.99295,0.9956,1,1,0.98619,0.97231,0.98285,0.97968,0.97917,0.98636,0.99983,0.9361,0.97417,0.99132,0.88291,0.99418,0.92805,0.92329,0.98606,0.97584,0.98135,0.89958,0.91582,0.93752
13904,0.98442,0.98587,0.99558,0.93595,0.98422,0.9262,0.95553,0.95695,0.99535,0.96733,0.99145,0.91316,0.98471,0.9927,0.90331,1,0.99953,0.89563,0.99001,0.99583,0.98533,0.98177,0.98579,0.89513
41411,0.89785,0.88426,0.95917,0.96625,0.93202,0.82542,0.99874,0.92401,1,0.96333,0.86815,0.83043,0.9551,0.97462,0.82719,0.98044,0.95183,0.82934,0.98323,0.99036,1,0.83403,0.93337,0.8645
156,0.99669,0.99551,1,1,0.99958,0.95251,0.99651,0.99741,0.99792,0.99778,0.99011,0.9396,0.98555,0.99534,0.98335,0.99301,0.99267,0.9237,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
40553,0.99714,0.99878,1,0.96,0.86575,0.79823,0.99417,0.99292,1,0.96,0.94434,0.86479,0.97054,0.9857,0.77097,0.96023,0.91927,0.86676,0.97698,0.99777,1,0.75427,0.83934,0.86739
32459,0.98611,0.98705,0.9874,0.99914,0.97424,0.88962,0.98736,0.9895,0.97917,0.94,0.97486,0.89661,0.98147,0.9751,0.94862,0.98936,0.98093,0.86889,0.94717,0.9612,0.8642,0.80667,0.97815,0.88967
48150,0.95748,0.94444,1,0.90281,0.98626,0.83911,0.954,0.92866,0.96474,0.89385,0.93754,0.85903,0.96092,0.99278,0.88753,0.9037,0.79861,0.83805,0.98702,0.99281,1,0.81527,0.94332,0.85409
44794,0.95229,0.96009,0.98125,0.8295,0.99649,0.94513,0.9568,0.96078,0.97917,0.85,0.98091,0.98077,0.97368,0.95764,0.98699,0.98085,0.94676,0.9738,0.98761,0.97239,1,0.99555,0.99705,0.98837
37012,0.9949,0.9973,1,0.96,0.98774,0.87255,0.99763,0.9987,0.96875,0.96,0.94224,0.85111,0.99162,0.99587,0.98137,0.99806,0.99147,0.94163,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
45858,0.98605,0.98334,0.99581,0.9809,0.98464,0.88643,0.99039,0.99165,0.99834,0.97485,0.95077,0.88794,0.98293,0.98355,0.89277,0.98786,0.98511,0.86476,0.9678,0.96768,0.98629,0.97414,0.94571,0.86884
18854,0.99073,0.98443,0.99498,0.99938,0.97909,0.8922,0.98866,0.9828,0.97969,0.94952,0.9255,0.84711,0.94962,0.94403,0.9217,0.95722,0.96553,0.83279,0.9678,0.96768,0.98629,0.97414,0.94571,0.86884
36212,0.98432,0.98887,0.98,0.98194,0.9951,0.84011,0.96884,0.93814,0.98177,0.97911,0.95896,0.87633,0.98734,0.86087,0.8211,0.97184,0.98531,0.85137,0.97811,0.98285,1,0.78753,0.92437,0.85694
25453,0.99718,0.99514,1,0.99941,0.9972,0.94189,0.99654,0.99695,0.99905,0.99198,0.99208,0.95106,0.99065,0.99609,0.9809,0.98778,0.97822,0.93466,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
36181,0.99794,0.99857,1,0.98,1,1,0.99811,0.99426,1,1,1,1,0.89794,0.90206,0.63305,0.93957,0.84051,0.82799,0.97811,0.98285,1,0.78753,0.92437,0.85694
40690,0.97999,0.94941,1,0.90308,0.78892,0.7948,0.92755,0.90503,0.98302,0.89063,0.95582,0.83121,0.90141,0.88383,0.63767,0.91469,0.74351,0.8307,0.97698,0.99777,1,0.75427,0.83934,0.86739
47029,0.99891,0.99375,0.99,0.98,0.94486,0.94063,0.99948,0.99836,1,0.98,0.99802,0.91389,0.97478,0.97684,0.98476,0.98268,0.99313,0.96212,0.90356,0.89339,0.93675,0.87922,0.89861,0.96333
29878,0.96647,0.99687,0.98225,0.96036,0.84752,0.80053,0.97241,0.95434,0.98366,0.9699,0.83037,0.89251,0.91765,0.94728,0.58568,0.96889,0.82248,0.87077,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
28627,0.98289,0.97852,0.99424,0.96955,0.99794,0.95182,0.96419,0.96763,0.99574,0.80595,0.99369,0.94265,0.99987,0.97157,0.9581,0.92918,0.76663,0.9227,0.94049,0.92674,0.9716,0.92892,0.96709,0.9399
22170,0.96014,0.94351,0.88138,0.75479,0.72837,0.90257,0.93756,0.92059,0.99213,0.88743,0.87148,0.96611,0.94087,0.94388,0.85353,0.94316,0.80525,0.9595,0.89847,0.88526,0.94779,0.87217,0.88364,0.97073
13008,0.9992,0.99887,1,1,0.99993,0.99079,0.99949,0.99902,1,1,0.99611,0.95547,0.99771,0.99846,0.98745,0.99912,0.99893,0.94437,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
14516,0.97889,0.98508,0.97513,0.92744,0.97988,0.95769,0.98513,0.9881,0.97917,0.95406,0.98591,0.94549,0.85093,0.85082,0.93339,0.70146,0.42337,0.92581,0.87334,0.84916,0.87489,0.80459,0.95882,0.95157
18503,0.99949,0.99902,1,1,0.99987,0.98703,0.99958,0.99924,1,1,0.99983,0.98728,0.99955,0.99973,0.99935,1,0.99996,0.98575,0.99888,0.99675,1,0.99965,0.99796,0.97989
7916,0.9994,0.99519,0.99,1,0.99562,0.99464,0.99759,0.99417,1,0.98,0.95955,0.98656,0.99838,0.99898,0.97532,0.99696,0.97548,0.9851,0.89847,0.88526,0.94779,0.87217,0.88364,0.97073
12892,0.96739,0.88216,0.99163,0.9436,0.99957,0.77676,0.95218,0.90901,0.99622,0.99431,0.93934,0.86185,0.9936,0.94118,0.84876,0.92139,0.81976,0.89022,0.99461,0.98319,0.99593,0.83325,0.95945,0.87957
40468,0.91481,0.91123,0.97001,0.94731,0.99208,0.87236,0.92759,0.92258,0.99674,0.94854,0.89764,0.86586,0.92845,0.9823,0.63202,0.92887,0.80982,0.84356,0.96458,0.96612,1,0.74429,0.90433,0.86145
32439,0.99513,0.99545,1,0.99933,0.9608,0.96851,0.99444,0.99526,0.99659,0.96841,0.87378,0.93209,0.98074,0.98642,0.95539,0.99127,0.91427,0.91643,0.96724,0.98565,0.91327,0.89404,0.96796,0.92515
3985,0.96508,0.94632,0.99582,0.99808,0.93323,0.94341,0.93114,0.89452,0.98233,0.91267,0.99663,0.93277,0.95866,0.91156,0.97461,0.94498,0.68761,0.87417,0.99417,0.99999,1,0.81065,0.96524,0.85965
26919,0.99971,0.9996,1,1,0.99987,0.98356,0.99991,0.99979,1,1,0.99975,0.98483,0.99967,0.99974,0.99884,1,0.99996,0.98236,0.99982,0.9999,0.99964,0.99991,0.99793,0.97455
29061,0.98475,0.96985,0.9912,0.98306,0.84678,0.79315,0.96842,0.94908,0.99844,0.97505,0.95583,0.85843,0.94305,0.97448,0.81184,0.90662,0.77657,0.828,0.96458,0.96612,1,0.74429,0.90433,0.86145
10890,0.92135,0.92944,0.97,0.92,0.98473,0.90679,0.96539,0.96586,0.97917,0.99333,0.9974,0.95582,0.97311,0.99505,0.97628,0.96809,0.98469,0.93886,0.93968,0.90741,0.97222,0.77,0.99716,0.95251
17368,0.99129,0.99547,1,0.97862,0.98987,0.88333,0.99986,0.99506,0.98906,0.99974,0.9916,0.95277,0.99854,0.99527,0.98219,0.9273,0.80336,0.93876,0.9967,0.99488,0.98953,0.98587,0.98691,0.93459
15649,0.91247,0.90984,0.96268,0.90309,0.85318,0.87915,0.89786,0.86358,0.96374,0.88504,0.71175,0.86321,0.91046,0.88469,0.69392,0.9391,0.79055,0.84737,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
46371,0.98755,0.92624,0.97137,0.90333,0.82602,0.7996,0.88731,0.8738,1,0.84205,0.89315,0.92259,0.95982,0.99412,0.82898,0.90266,0.75019,0.91164,0.9772,0.91859,0.96914,0.88972,0.9139,0.92135
31195,0.9376,0.9458,0.99601,0.82292,0.98487,0.85847,0.9691,0.97444,0.97701,0.95926,0.9856,0.93387,0.9716,0.99037,0.96075,0.94286,0.90542,0.92001,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
24395,0.99644,0.99577,1,0.97962,0.99628,0.93283,0.99812,0.99781,1,0.99951,0.99955,0.95553,0.97219,0.9832,0.97968,0.93024,0.87405,0.94043,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
30489,0.93162,0.96335,0.8776,0.75522,0.95896,0.81088,0.96468,0.96395,0.95593,0.95822,0.91684,0.91237,0.93689,0.96211,0.97799,0.81507,0.79732,0.8883,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
1604,0.9834,0.98111,0.98128,0.99576,0.97119,0.92047,0.97862,0.98134,0.98293,0.96431,0.98142,0.93352,0.97429,0.98594,0.92119,0.97185,0.98319,0.90998,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
16513,0.99745,0.99428,1,0.99941,0.99763,0.94414,0.99623,0.99689,0.96677,0.90979,0.99166,0.94948,0.99666,0.99766,0.98032,0.99954,0.99051,0.93262,0.99478,0.98524,1,0.99817,0.97943,0.92321
34499,0.99827,0.99393,0.98,0.9,0.53609,0.83793,0.9985,0.99681,1,0.965,0.99186,0.86997,0.9271,0.87465,0.95374,0.90848,0.68164,0.97807,0.91986,0.93186,0.91914,0.93195,0.88665,0.98057
6217,0.92317,0.88504,0.9921,0.91661,0.84268,0.84873,0.90069,0.87777,0.97242,0.90549,0.93584,0.85372,0.91997,0.94166,0.64284,0.88912,0.77631,0.83379,0.97698,0.99777,1,0.75427,0.83934,0.86739
14518,0.98021,0.97591,0.98603,0.96995,0.88967,0.78851,0.91146,0.85664,0.98958,0.89865,0.90716,0.84513,0.91124,0.93668,0.67561,0.94034,0.77444,0.82986,0.97811,0.98285,1,0.78753,0.92437,0.85694
11427,0.94828,0.93428,0.97548,0.95008,0.94083,0.79763,0.97099,0.96662,0.91526,0.72012,0.92203,0.84958,0.94962,0.94403,0.9217,0.95722,0.96553,0.83279,0.9678,0.96768,0.98629,0.97414,0.94571,0.86884
36761,0.97543,0.96561,1,0.98713,0.93533,0.96347,0.89817,0.85882,0.9856,0.81354,0.79854,0.86104,0.90163,0.86197,0.72628,0.9339,0.76906,0.84256,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
23121,0.98995,0.99231,0.9981,0.99711,0.96906,0.94161,0.989,0.9871,0.97917,0.9791,0.96474,0.93598,0.93172,0.95293,0.93841,0.93328,0.8911,0.91476,0.98872,0.98255,0.99088,0.98494,0.9971,0.96009
5633,0.99784,0.99711,1,0.9999,0.99988,0.98185,0.99925,0.9983,0.97917,0.955,0.9929,0.95554,0.99604,0.99765,0.98326,0.99784,0.99806,0.94291,0.99176,0.99675,0.95726,0.90308,0.99499,0.94787
7971,0.99721,0.99701,1,0.96,0.95677,0.77901,0.99511,0.99562,1,0.98,0.94885,0.87087,0.91059,0.92504,0.58376,0.96629,0.81535,0.86654,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
30721,0.99007,0.98679,0.98745,0.93948,0.99985,0.98726,0.98137,0.98063,0.91898,0.94556,0.98966,0.93319,0.99764,0.99228,0.9743,0.97902,0.93388,0.91948,0.99159,0.98879,0.94806,0.8664,0.97838,0.92151
1912,0.97644,0.97312,0.99336,0.94784,0.99577,0.92169,0.97862,0.96843,0.97961,0.94771,0.85912,0.90572,0.96126,0.95597,0.80552,0.97868,0.90678,0.88818,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
10444,0.99629,0.99339,1,0.92,0.8627,0.77639,0.99443,0.99223,1,0.96,0.97974,0.8542,0.97534,0.99145,0.76154,0.99492,0.99323,0.88638,0.91392,0.9771,0.86022,0.77039,0.79659,0.88593
14736,0.97978,0.97436,0.99688,0.94471,0.83843,0.78958,0.94153,0.93445,0.97708,0.95258,0.82699,0.87454,0.93326,0.98542,0.63642,0.97104,0.88175,0.85489,0.97698,0.99777,1,0.75427,0.83934,0.86739
27667,0.99764,0.99464,0.96,0.98,0.99886,0.95426,0.99956,0.99539,0.99948,0.96964,0.99534,0.95469,0.98066,0.98489,0.98122,0.98729,0.93374,0.93971,0.96933,0.96726,0.97396,0.94187,0.97666,0.91806
7975,0.894,0.91929,0.90084,0.6806,0.95443,0.80027,0.93736,0.92507,0.97501,0.93286,0.93044,0.90694,0.98803,0.99245,0.99527,0.80517,0.58995,0.88258,0.96809,0.9646,0.99012,0.96641,0.95494,0.89132
11625,0.99882,0.99862,1,0.99931,0.99978,0.9627,0.99935,0.99947,1,1,0.99898,0.96803,0.99886,0.99964,0.9928,1,0.99999,0.95711,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
29166,0.9815,0.97495,0.98487,0.92666,0.94568,0.91485,0.97058,0.94799,0.9308,0.89483,0.98372,0.90821,0.999,0.99976,0.90904,0.97872,0.91065,0.89632,0.95097,0.98542,1,0.79701,0.76055,0.87764
13095,0.94225,0.93651,0.94148,0.99077,0.97495,0.83594,0.92675,0.93424,0.97333,0.98257,0.9641,0.83843,0.97161,0.98494,0.8536,0.97904,0.95795,0.8299,0.9035,0.88021,0.95956,0.91488,0.9223,0.8531
41070,0.94055,0.92601,0.97066,0.88101,0.97886,0.8325,0.89668,0.89604,0.9885,0.93029,0.99688,0.91161,0.9251,0.92056,0.96159,0.95366,0.77462,0.88818,0.89411,0.88316,0.917,0.88606,0.93217,0.89173
25293,0.98828,0.98437,0.99745,0.9967,0.99584,0.94523,0.99052,0.99191,0.99322,0.98964,0.99869,0.94495,0.99018,0.99541,0.97752,0.99936,0.98466,0.93313,0.99664,0.99808,0.99681,0.99557,0.99771,0.93928
45926,0.99993,0.99475,0.98,0.98,0.99285,0.98978,0.99483,0.99221,1,0.952,0.98269,0.98061,0.9999,0.99547,0.97229,0.99953,0.97629,0.97573,0.89847,0.88526,0.94779,0.87217,0.88364,0.97073
6823,0.99952,0.99922,1,1,0.9999,0.98036,0.99977,0.99958,1,1,0.99909,0.96895,0.99949,0.99968,0.99534,1,0.99996,0.9645,0.99642,0.99691,0.99526,0.99062,0.99782,0.95662
30418,0.99891,0.99835,1,1,0.99973,0.97954,0.99954,0.99995,1,1,0.99963,0.97419,0.99826,0.99981,0.9971,1,0.99957,0.9655,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
7851,0.95795,0.96918,0.95699,0.94297,0.99992,0.8598,0.95389,0.95224,0.95825,0.90458,0.93055,0.85829,0.87423,0.90051,0.89541,0.92797,0.78051,0.84025,0.88297,0.87169,0.89526,0.84318,0.92502,0.85953
19348,0.95449,0.95276,0.9706,0.89368,0.96209,0.86286,0.97145,0.97082,0.98703,0.86916,0.98722,0.94101,0.90562,0.9291,0.94315,0.70563,0.53457,0.918,0.87334,0.84916,0.87489,0.80459,0.95882,0.95157
23765,0.97421,0.96743,0.99854,0.9774,0.98094,0.92546,0.95546,0.9415,0.9886,0.99966,0.89172,0.91216,0.97389,0.97186,0.82692,0.97942,0.9469,0.89037,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
9158,0.99741,0.99771,1,0.92,0.9996,0.99961,0.99498,0.99795,1,1,0.99884,0.99925,0.91859,0.9029,0.84303,0.97123,0.93043,0.90683,0.9967,0.99488,0.98953,0.98587,0.98691,0.93459
30586,0.99719,0.99529,0.99176,0.9774,0.99118,0.87278,0.99809,0.99842,0.99979,1,0.99758,0.96453,0.9997,0.99973,0.98937,0.9937,0.98289,0.95191,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
48135,0.99226,0.98883,0.99795,0.98266,0.98292,0.87763,0.99954,0.99675,0.99755,0.99839,0.99525,0.92288,0.98595,0.99286,0.96074,0.99965,0.99189,0.90841,0.93734,0.93208,0.94647,0.92008,0.95712,0.90965
41963,0.99386,0.99524,1,1,0.99763,0.97956,0.98788,0.97952,0.98201,0.99299,0.90501,0.91464,0.97345,0.9725,0.88176,0.98982,0.82604,0.89964,0.91168,0.9726,0.85957,0.78745,0.80627,0.88766
36653,0.99098,0.99035,0.98,0.98,0.99951,0.97591,0.97879,0.96827,1,0.99003,0.96396,0.90878,0.98843,0.99261,0.86197,0.9846,0.91558,0.89217,0.94359,0.97856,1,0.75494,0.76001,0.87924
23980,0.96438,0.94886,0.99712,0.96846,0.86988,0.83011,0.93586,0.91981,0.98958,0.93167,0.87508,0.90644,0.96688,0.96064,0.86663,0.9755,0.95691,0.89474,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
46284,0.99942,0.999,1,1,0.99985,0.98301,0.9996,0.99924,1,1,0.99979,0.98409,0.99962,0.99974,0.99881,0.99977,0.99979,0.98184,0.99866,0.9995,0.99844,0.99666,0.99792,0.97528
27780,0.99618,0.99805,1,0.99922,0.99552,0.98517,0.99617,0.99571,1,1,0.99405,0.92143,0.96914,0.96522,0.85558,0.99836,0.97641,0.89161,0.97505,0.94911,1,0.99515,0.9933,0.96783
7648,0.99979,0.99961,1,1,0.99978,0.97754,0.99985,0.99978,1,1,0.99938,0.97176,0.99948,0.99968,0.99575,1,0.99996,0.96554,0.99642,0.99691,0.99526,0.99062,0.99782,0.95662
38033,0.98865,0.98087,0.92,0.896,0.84932,0.79752,0.99095,0.9916,0.97917,0.82053,0.89027,0.83025,0.91704,0.94728,0.58509,0.9667,0.80733,0.86865,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
11006,0.95863,0.93084,0.99312,0.94683,0.7691,0.80296,0.87938,0.85213,0.99004,0.90527,0.68587,0.88859,0.92491,0.95124,0.58231,0.92886,0.77881,0.8688,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
12985,0.97823,0.97599,0.97425,0.98305,0.9858,0.81366,0.9752,0.96617,0.99427,0.97236,0.89642,0.90159,0.96836,0.99833,0.77893,0.9991,0.89463,0.87762,0.97698,0.99777,1,0.75427,0.83934,0.86739
33709,0.99859,0.99837,1,1,0.99972,0.96821,0.99932,0.99851,1,1,0.9971,0.95788,0.99983,0.99959,0.99304,0.99973,0.99962,0.951,0.99624,0.99023,1,0.94,0.99045,0.94444
12099,0.97346,0.97863,0.98033,0.91998,0.98079,0.89378,0.97463,0.97413,0.98374,0.97714,0.99086,0.9523,0.99834,0.98668,0.9858,0.9205,0.69328,0.93978,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
7353,0.99387,0.99185,1,1,0.99935,0.94394,0.99531,0.99478,1,0.98333,0.99053,0.94565,0.98935,0.99459,0.98664,0.99291,0.96675,0.93293,0.98355,0.95549,1,1,0.98865,0.941
34479,0.98186,0.9575,0.98075,0.96246,0.98125,0.90638,0.94064,0.92031,0.95208,0.90494,0.84478,0.90128,0.97529,0.99864,0.80357,0.94904,0.96507,0.88458,0.97644,0.99792,1,0.8355,0.81627,0.87012
41722,0.97811,0.97785,0.99615,0.84294,0.8063,0.81222,0.96158,0.92713,0.98104,0.9069,0.98595,0.91094,0.96371,0.9904,0.79891,0.96688,0.93434,0.89368,0.98681,0.93258,0.98284,0.89213,0.91497,0.93129
2396,0.9902,0.94823,0.99781,0.96957,0.8492,0.95944,0.97782,0.98617,0.98438,0.86651,0.87476,0.97663,0.97517,0.93278,0.94359,0.9734,0.89625,0.96887,0.92021,0.91566,0.94444,0.87334,0.89651,0.96433
8512,0.99574,0.98568,0.99667,0.95306,0.96867,0.80861,0.94589,0.90659,0.9974,0.85421,0.94882,0.862,0.95044,0.98597,0.76733,0.91116,0.64834,0.84,0.97811,0.98285,1,0.78753,0.92437,0.85694
35257,0.99469,0.99712,0.99857,0.994,0.99623,0.90727,0.99718,0.99503,1,0.9986,0.99744,0.96017,0.99102,0.9956,0.98707,0.97891,0.98111,0.94739,0.94049,0.92674,0.9716,0.92892,0.96709,0.9399
26725,0.97098,0.99721,0.99656,0.9519,0.77251,0.77646,0.96417,0.95231,0.99049,0.95889,0.95872,0.85792,0.89694,0.92245,0.70542,0.92956,0.72731,0.83589,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
1917,0.99185,0.98917,0.97777,0.8829,0.98023,0.83189,0.99707,0.99632,0.95292,0.97808,0.99396,0.92801,0.97886,0.97392,0.97163,0.98477,0.99687,0.91148,0.93734,0.93208,0.94647,0.92008,0.95712,0.90965
24796,0.99974,0.99961,1,1,0.99997,0.98748,0.99986,0.99978,1,1,0.99955,0.97492,0.99966,0.99969,0.99647,1,0.99996,0.96969,0.99775,0.99464,1,0.99969,0.99843,0.96
32159,0.99934,0.99763,1,0.99143,0.99941,0.99265,0.99888,0.99786,1,1,0.99345,0.9822,0.91519,0.95796,0.57139,0.93167,0.78048,0.8595,0.95124,0.9768,1,0.78094,0.77764,0.87452
47371,0.98039,0.97874,0.99333,0.99557,0.97752,0.85504,0.96389,0.95067,0.9743,0.9905,0.91071,0.86477,0.96004,0.98586,0.81445,0.93428,0.83575,0.84442,0.97811,0.98285,1,0.78753,0.92437,0.85694
26515,0.99867,0.99834,1,0.99864,0.9983,0.94407,0.99948,0.999,1,1,0.9964,0.96278,0.99863,0.99921,0.98881,0.99913,0.99976,0.95216,0.99893,0.99598,1,0.99853,0.99629,0.95302
42019,0.9957,0.99375,0.98,1,0.99956,0.91295,0.9972,0.9955,1,0.98,0.99185,0.94665,0.95489,0.95183,0.90398,0.99466,0.96072,0.89846,0.96933,0.96726,0.97396,0.94187,0.97666,0.91806
47905,0.99478,0.99681,1,0.99938,0.98905,0.87844,0.99878,0.99662,0.98906,0.99974,0.99288,0.95426,0.99854,0.99527,0.98219,0.9273,0.80336,0.93876,0.9967,0.99488,0.98953,0.98587,0.98691,0.93459
33804,0.97925,0.97773,0.96143,0.96341,0.98648,0.95511,0.98239,0.98143,0.95833,0.99975,0.96938,0.96173,0.83087,0.83213,0.95747,0.77752,0.40264,0.94552,0.87656,0.8485,0.79604,0.53751,0.9932,0.97808
4721,0.99765,0.99702,1,1,0.99865,0.95988,0.99756,0.99803,0.99967,1,0.9858,0.9525,0.99743,0.99231,0.97039,0.96545,0.98601,0.94021,0.98832,0.99103,0.98494,0.97855,0.99202,0.94897
40113,0.99787,0.99692,1,0.98,0.99882,0.95074,0.99927,0.99892,1,1,0.99762,0.9619,0.98525,0.99543,0.98802,0.94986,0.89911,0.95089,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
17827,0.99961,0.99901,1,1,0.99996,0.99391,0.99949,0.99919,1,1,0.99954,0.97595,0.99957,0.99974,0.99697,1,0.99996,0.97249,0.9972,0.99721,0.99766,0.99363,0.99833,0.96214
35120,0.99916,0.99816,0.9805,0.96438,0.73036,0.77722,0.99684,0.99512,1,0.98976,0.99056,0.84108,0.9698,0.99873,0.75942,0.97872,0.97312,0.85263,0.97039,0.9057,0.97477,0.89754,0.89664,0.90008
9138,0.99801,0.99656,0.99453,0.88127,0.98596,0.81227,0.99877,0.9997,1,0.87903,0.94289,0.8318,0.96027,0.97298,0.64308,0.95365,0.83027,0.85861,0.97698,0.99777,1,0.75427,0.83934,0.86739
11340,0.96954,0.94353,0.9978,0.99614,0.92991,0.89457,0.93285,0.93137,0.97966,0.98414,0.92761,0.89295,0.97587,0.9857,0.79315,0.98667,0.95925,0.86886,0.97698,0.99777,1,0.75427,0.83934,0.86739
38213,0.99791,0.99823,1,1,0.99973,0.97911,0.99745,0.99627,0.99956,0.99968,0.98915,0.95685,0.98776,0.99101,0.98531,0.99919,0.99887,0.94337,0.98872,0.98255,0.99088,0.98494,0.9971,0.96009
27082,0.99529,0.99389,0.96,0.94,0.91152,0.83149,0.99744,0.99651,1,0.98,0.89188,0.90063,0.91963,0.88647,0.73488,0.94748,0.8445,0.83832,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
