ID,GBM_2,GBM_5,GBM_3,GBM_4,GBM_grid_4,GBM_grid_2,GBM_grid_3,GBM_1,GBM_grid_1,GBM_grid_5,XRT_1,DRF_1,DL_1,GLM_1
30599,0.99872,0.99223,0.98226,0.95359,0.99025,0.99498,0.99909,0.97848,0.97398,0.96942,0.99667,0.99,0.99478,0.97007
5954,0.98945,0.99037,0.99036,0.99433,0.99772,0.98852,0.97974,0.99479,0.98915,0.99336,0.99751,0.97771,0.99356,0.96219
6723,0.99596,0.99952,0.98655,0.97197,0.98433,0.98831,0.96967,0.9923,0.97163,0.97301,0.96,0.904,0.98305,0.90392
28055,0.98691,0.97207,0.96096,0.94793,0.98972,0.98297,0.96685,0.95603,0.95446,0.95186,0.99387,0.99333,0.9709,0.99515
35167,0.9592,0.97075,0.98655,0.99474,0.95028,0.94419,0.95338,0.98616,0.92193,0.98518,0.96312,0.95024,0.94925,0.92915
4964,0.98924,0.98454,0.99072,0.99173,0.99085,0.98455,0.98029,0.98335,0.99537,0.99893,0.99842,0.98499,0.99,0.93238
44424,0.99928,0.96683,0.98504,0.95203,0.98501,0.97408,0.97056,0.97042,0.97087,0.99036,0.94667,0.98,0.98587,0.95801
1668,0.9997,0.99942,0.99987,0.99707,0.99902,0.99985,0.99761,0.99921,0.99955,0.99914,1,1,0.99998,0.99781
3760,0.95303,0.94576,0.94474,0.9498,0.94848,0.96306,0.96517,0.9453,0.96959,0.99923,0.99785,0.92124,0.94823,0.93905
13136,0.99999,0.99977,0.9996,0.99926,0.99987,0.99994,0.99998,0.99956,0.9999,0.99976,1,1,0.99987,0.99558
15009,0.99842,0.99267,0.9995,0.99421,0.99917,0.99351,0.9833,0.99891,0.9927,0.99983,0.96,0.99474,0.90359,0.90916
3048,0.98207,0.9586,0.99381,0.9901,0.95604,0.97789,0.9923,0.99708,0.98038,0.98659,0.97092,0.99126,0.95545,0.93423
13912,0.99936,0.99765,0.99663,0.99853,0.99549,0.99896,0.9763,0.99476,0.96006,0.99961,1,0.98,0.65296,0.91262
19096,0.99126,0.99244,0.99893,0.97033,0.96807,0.98343,0.98324,0.97593,0.96846,0.98817,1,0.99997,0.98344,0.98903
17727,0.99344,0.99423,0.9917,0.99722,0.98006,0.96924,0.98338,0.98703,0.97835,0.99923,0.99116,0.98463,0.96392,0.89884
2793,0.99121,0.98631,0.98752,0.99569,0.98829,0.97949,0.97746,0.96464,0.99868,0.9967,0.99667,0.99472,0.94347,0.93617
11358,0.99969,0.99952,0.99924,0.99875,0.9997,0.99993,0.99983,0.99933,0.99996,0.99957,1,1,0.99989,0.99193
26569,0.9418,0.97957,0.98672,0.95753,0.97512,0.95841,0.9475,0.99823,0.9657,0.99991,0.96338,0.99509,0.96568,0.90836
32107,0.99963,0.99824,0.99756,0.99916,0.99763,0.99839,0.99908,0.9993,0.99786,0.9989,1,0.99991,0.99427,0.98848
40640,0.99992,0.99958,0.99959,0.99946,0.99984,0.99997,0.99998,0.99939,0.99991,0.99983,1,1,0.99997,0.99792
10258,0.92556,0.91804,0.81566,0.86727,0.88178,0.97137,0.95193,0.92355,0.89711,0.85474,0.922,0.98709,0.88977,0.98898
16311,0.99943,0.99795,0.99461,0.99708,0.99313,0.99887,0.99473,0.99975,0.9962,0.99987,0.98,0.97946,0.99297,0.93332
33727,0.93969,0.95557,0.95498,0.99138,0.95316,0.95152,0.90289,0.85645,0.99962,0.95469,0.99674,0.99834,0.96394,0.9028
32501,0.99969,0.99846,0.99862,0.99896,0.99841,0.99893,0.99856,0.99996,0.99942,0.99987,1,1,0.98982,0.95943
47055,0.99717,0.99496,0.99381,0.99817,0.98816,0.99809,0.99959,0.99623,0.99793,0.99828,0.96,1,0.99265,0.96653
17858,0.99958,0.99807,0.99617,0.99548,0.99809,0.99825,0.9976,0.99531,0.99446,0.99974,0.95,0.98,0.99703,0.97541
27254,0.99556,0.99308,0.99741,0.98912,0.99648,0.98969,0.99379,0.99992,0.98911,0.99942,0.98561,0.99416,0.98594,0.93984
1510,0.95353,0.93613,0.92835,0.91949,0.97355,0.96046,0.97278,0.92222,0.92905,0.87971,0.90712,0.91887,0.96574,0.95275
30772,0.80297,0.81486,0.75485,0.69856,0.86011,0.83276,0.78233,0.98878,0.84942,0.95841,0.9586,0.67978,0.85337,0.90157
12972,0.99892,0.99644,0.98736,0.98294,0.99674,0.98743,0.9998,0.99056,0.98404,0.9822,1,0.94206,0.9618,0.91073
12485,0.94751,0.96379,0.99601,0.97586,0.9513,0.945,0.94426,0.99989,0.98714,0.94955,0.95584,0.92203,0.89479,0.93783
37671,0.96595,0.94371,0.97423,0.88173,0.96124,0.9595,0.9524,0.93256,0.94166,0.9294,0.99,0.98972,0.9192,0.90171
47429,0.99732,0.99736,0.99781,0.99786,0.99741,0.99678,0.99378,0.99921,0.99999,0.99999,1,0.98,0.9955,0.983
13205,0.99989,0.99941,0.99938,0.99785,0.99987,0.99947,0.99924,0.99936,0.99856,0.99972,1,1,0.99928,0.9795
9291,0.98698,0.99172,0.99563,0.98593,0.99937,0.98807,0.99325,0.99606,0.99699,0.9913,0.97907,0.99803,0.95975,0.96157
32211,0.99864,0.99856,0.9988,0.98919,0.99414,0.99925,0.99896,0.99694,0.99655,0.9992,0.99895,0.99656,0.99633,0.98681
27605,0.99222,0.97637,0.96364,0.99711,0.99178,0.95363,0.96892,0.99988,0.99879,0.99376,1,0.99209,0.99863,0.93059
35331,0.99907,0.98489,0.99212,0.99178,0.99042,0.99535,0.98692,0.99112,0.99061,0.99627,0.99971,0.98849,0.98602,0.96216
32089,0.994,0.99043,0.99166,0.9897,0.98813,0.99239,0.9957,0.99233,0.97358,0.99612,0.99964,0.99963,0.98475,0.95128
26889,0.97672,0.96637,0.95942,0.95941,0.92343,0.97723,0.95594,0.95586,0.95244,0.96641,0.98,0.99209,0.98564,0.97206
21666,0.99703,0.99835,0.99508,0.99947,0.99537,0.997,0.99669,0.99691,0.99596,0.99882,1,0.99784,0.99124,0.95913
30695,0.99819,0.99716,0.99752,0.9955,0.99897,0.9966,0.99793,0.99807,0.99721,0.99767,1,1,0.99866,0.97127
17863,0.94997,0.96,0.98915,0.97399,0.965,0.94529,0.90786,0.91691,0.95007,0.9893,0.999,0.99871,0.96736,0.90459
26045,0.93442,0.96455,0.95738,0.85963,0.84859,0.94403,0.93506,0.97699,0.9106,0.86886,0.95636,0.8324,0.95746,0.89974
38183,0.99933,0.99807,0.99888,0.99877,0.99833,0.9986,0.99851,0.9976,0.99867,0.99983,1,1,0.98712,0.96014
5062,0.99145,0.98699,0.97372,0.97847,0.98256,0.96882,0.97889,0.98334,0.94196,0.97815,0.98,0.98,0.99386,0.89877
455,0.9999,0.99903,0.99807,0.99822,0.99713,0.99956,0.99981,0.99706,0.99554,0.99754,1,1,0.99921,0.97098
26354,0.99579,0.99962,0.99752,0.9994,0.99408,0.99519,0.99653,0.99579,0.99648,0.99964,1,0.99927,0.98893,0.97005
38315,0.99367,0.95698,0.9951,0.99237,0.95622,0.98824,0.92163,0.99826,0.93814,0.93025,0.98333,0.96433,0.96889,0.8997
28598,0.99827,0.99705,0.99996,0.99974,0.99328,0.99882,0.99783,0.99881,0.99963,0.99944,1,0.98,0.99186,0.97405
6323,0.99983,0.99937,0.99917,0.99877,0.99956,0.99977,0.99971,0.99921,0.99936,0.99966,1,1,0.99966,0.98663
35691,0.99962,0.99893,0.99729,0.99829,0.9931,0.99825,0.99573,0.9986,0.98943,0.99983,1,1,0.97703,0.95934
36071,0.94437,0.93276,0.91848,0.88317,0.92371,0.94419,0.94892,0.86036,0.95297,0.82423,0.90504,0.89084,0.97678,0.89883
16875,0.99961,0.99956,0.99963,0.99873,0.99962,0.99967,0.99909,0.99902,0.99431,0.99943,1,0.999,0.9966,0.97652
42235,0.97013,0.95848,0.99983,0.97266,0.97067,0.96486,0.96784,0.9407,0.95625,0.93692,0.98121,0.93081,0.94446,0.95862
27216,0.94902,0.94442,0.92263,0.98964,0.9164,0.94508,0.96318,0.96573,0.93075,0.9548,0.94136,0.98343,0.89904,0.91272
325,0.98328,0.99351,0.98854,0.93704,0.98265,0.98314,0.97857,0.95582,0.98323,0.91322,0.95784,0.91946,0.97445,0.89878
35041,0.99971,0.99946,0.99935,0.99918,0.99605,0.99711,0.9975,0.99627,0.99466,0.99828,1,0.9997,0.99729,0.99113
28166,0.99004,0.99326,0.99436,0.98996,0.98001,0.99186,0.99146,0.99314,0.98555,0.98861,0.99692,0.98338,0.98595,0.96275
27032,0.99935,0.99961,0.99944,0.9987,0.99944,0.99975,0.99977,0.99892,0.99891,0.9998,0.99993,1,0.99971,0.9937
47043,0.99427,0.99535,0.99919,0.99952,0.9986,0.96926,0.99645,0.99941,0.99852,0.99903,0.98,0.86,0.90609,0.90255
194,0.99956,0.99828,0.99882,0.99571,0.99727,0.99723,0.99748,0.99591,0.99592,0.99963,1,1,0.99887,0.99027
13307,0.98408,0.96043,0.98849,0.92448,0.89584,0.97771,0.97301,0.97923,0.98133,0.96992,0.98933,0.98857,0.98161,0.95082
47931,0.99949,0.99395,0.99825,0.98157,0.98558,0.99717,0.99614,0.99412,0.97879,0.99752,0.99667,0.99671,0.98766,0.96364
9750,0.99964,0.99962,0.99944,0.9992,0.99979,0.99967,0.99991,0.99879,0.99975,0.99957,1,1,0.9998,0.9916
12147,0.99829,0.99289,0.99055,0.99047,0.98126,0.99811,0.99563,0.99292,0.96874,0.99742,1,0.99946,0.98669,0.93469
20568,0.95774,0.92787,0.95431,0.99871,0.89012,0.94439,0.92947,0.92385,0.99602,0.99474,0.94821,0.95028,0.98232,0.90105
6107,0.99489,0.99457,0.99777,0.99171,0.99886,0.99775,0.99993,0.99347,0.9959,0.99584,0.99839,0.99205,0.99923,0.9671
40178,0.99839,0.99874,0.9986,0.9999,0.99293,0.99885,0.99657,0.99845,0.9992,0.99921,1,1,0.99769,0.94269
45246,0.99985,0.99988,0.99956,0.99939,0.99883,0.99998,0.99955,0.99959,0.99999,0.99835,0.9998,1,0.99969,0.99195
40421,0.92161,0.90613,0.84072,0.79589,0.91443,0.93331,0.90054,0.93438,0.85002,0.84809,0.92441,0.85247,0.98952,0.89908
28846,0.9518,0.92368,0.8771,0.9442,0.95295,0.94632,0.9323,0.94013,0.9849,0.93724,0.975,0.91139,0.95358,0.9026
20213,0.96836,0.95779,0.95913,0.95884,0.90338,0.97387,0.98593,0.95414,0.99536,0.95856,0.97173,0.94885,0.94931,0.95018
23405,0.99897,0.99586,0.99525,0.99243,0.99733,0.9945,0.99659,0.99559,0.99075,0.99235,0.98,0.99542,0.99551,0.99291
20986,0.9977,0.99106,0.99634,0.99917,0.99249,0.99417,0.98856,0.99535,0.99819,0.99948,1,1,0.99532,0.96884
43968,0.99869,0.99929,0.99937,0.9976,0.99599,0.99903,0.99997,0.99995,0.99155,0.99904,1,1,0.99711,0.99285
47693,0.99171,0.9936,0.99875,0.97249,0.99679,0.98952,0.99985,0.99694,0.97339,0.9818,0.99898,0.97733,0.99479,0.98113
14683,0.99205,0.80253,0.97406,0.98961,0.97994,0.96761,0.94597,0.99096,0.95419,0.96583,0.98,0.9679,0.98194,0.95109
25973,0.88409,0.90448,0.79313,0.81527,0.87617,0.94495,0.83587,0.87644,0.90363,0.85073,0.99381,0.86356,0.83254,0.98126
47612,0.99694,0.99773,0.99845,0.99724,0.9991,0.9943,0.99975,0.99466,0.99061,0.99937,0.9687,0.96,0.95883,0.93087
11859,0.99396,0.99367,0.99323,0.98968,0.99571,0.99409,0.9974,0.99126,0.98343,0.98424,0.98167,0.88321,0.99654,0.96441
683,0.9238,0.97685,0.95764,0.95127,0.96541,0.9797,0.98064,0.94763,0.9906,0.84616,0.94395,0.88945,0.9139,0.92121
23057,0.99931,0.99938,0.99911,0.999,0.99981,0.99964,0.99966,0.99818,0.99676,0.99845,0.99993,0.99882,0.99963,0.97917
8844,0.9969,0.98374,0.98551,0.99304,0.96368,0.96701,0.98079,0.9811,0.97301,0.98429,0.99,0.92667,0.99099,0.89867
91,0.99788,0.99966,0.99807,0.99926,0.99278,0.99712,0.99419,0.99934,0.99628,0.99723,1,0.98,0.99575,0.9934
42682,0.96706,0.97076,0.95178,0.98318,0.98478,0.94415,0.98366,0.98483,0.97863,0.97419,0.98894,0.97378,0.94648,0.92204
6529,0.98509,0.97479,0.98157,0.98151,0.95429,0.98429,0.97505,0.97069,0.9638,0.96981,0.96524,0.98154,0.92529,0.96771
10495,0.92925,0.89909,0.92685,0.9599,0.91026,0.95085,0.96713,0.94547,0.83576,0.97414,0.95259,0.98361,0.91402,0.94858
4013,0.99962,0.99926,0.999,0.9988,0.99917,0.99967,0.99959,0.99839,0.99655,0.99524,1,1,0.99984,0.98845
3179,0.99968,0.99956,0.99879,0.99884,0.99995,0.99963,0.99961,0.99915,0.99973,0.99963,1,1,0.99987,0.99387
47051,0.99871,0.9996,0.99947,0.99853,0.9991,0.99969,0.99982,0.99841,0.99735,0.99757,0.99607,1,0.99931,0.99007
24524,0.97756,0.96667,0.96423,0.97918,0.96368,0.97833,0.96668,0.97785,0.96728,0.98062,0.9827,0.95523,0.97271,0.97275
13016,0.99987,0.99941,0.99918,0.99902,0.99964,0.99984,0.99993,0.99979,0.99966,0.99967,1,1,0.99993,0.9958
48584,0.99417,0.99335,0.99207,0.99909,0.9938,0.99048,0.98341,0.99713,0.997,0.99774,1,0.9836,0.97211,0.91206
6237,0.99418,0.98817,0.9971,0.98703,0.99306,0.99072,0.98494,0.98712,0.98836,0.99293,0.99889,0.99782,0.97326,0.92383
13094,0.99968,0.99665,0.999,0.997,0.9974,0.99849,0.99851,0.99629,0.99181,0.99891,1,1,0.9999,0.98287
47413,0.99891,0.99729,0.99931,0.99726,0.99939,0.99809,0.99984,0.99299,0.9908,0.99925,1,0.99939,0.99924,0.98836
2526,0.99807,0.99519,0.99899,0.99531,0.99675,0.99115,0.99422,0.99345,0.99913,0.99863,0.98,0.95333,0.98695,0.9697
33647,0.97986,0.97801,0.99746,0.95783,0.9621,0.98731,0.97826,0.98333,0.96719,0.95919,0.99753,0.98372,0.90672,0.94404
899,0.94781,0.94746,0.99662,0.94608,0.98331,0.96568,0.9583,0.95672,0.99139,0.98596,0.97111,0.94,0.98703,0.9694
34005,0.99779,0.99796,0.99612,0.99757,0.99792,0.99528,0.99399,0.9958,0.9901,0.99807,0.99,0.98133,0.99601,0.99016
15555,0.95995,0.91807,0.92363,0.98578,0.93806,0.95608,0.93109,0.97083,0.94195,0.98656,0.98554,0.99759,0.95616,0.92453
26844,0.99938,0.99954,0.99977,0.99959,0.99944,0.99974,0.99916,0.99862,0.99904,0.99708,1,1,0.99976,0.98993
16861,0.99908,0.99082,0.98536,0.99518,0.99326,0.97638,0.99287,0.99785,0.97379,0.97647,0.98182,0.96351,0.96782,0.91668
10983,0.98727,0.99495,0.99897,0.98979,0.98756,0.99327,0.98604,0.99514,0.99864,0.99854,0.985,1,0.96053,0.92116
5650,0.99495,0.99531,0.99696,0.99074,0.99705,0.99528,0.99515,0.99495,0.99275,0.97739,0.99405,0.99693,0.99522,0.98045
32510,0.89163,0.92431,0.92146,0.86351,0.92028,0.95657,0.95883,0.88828,0.89119,0.77652,0.91935,0.88746,0.9955,0.90067
10250,0.98578,0.97474,0.98366,0.98493,0.99767,0.98187,0.98417,0.9769,0.97525,0.9798,0.98439,0.98781,0.9992,0.96557
36896,0.9929,0.92403,0.96615,0.96931,0.98117,0.99471,0.99623,0.98183,0.95326,0.95724,0.998,0.98852,0.98765,0.97916
41941,0.99798,0.99787,0.99961,0.99962,0.99448,0.99776,0.99993,0.99907,0.99219,0.99984,1,1,0.99686,0.99669
47010,0.9593,0.93396,0.95155,0.91105,0.85255,0.96968,0.95111,0.90306,0.91689,0.86524,0.98142,0.90773,0.91355,0.95265
22555,0.98799,0.97227,0.98449,0.9807,0.9936,0.97573,0.97163,0.98645,0.99777,0.88589,0.93543,0.90622,0.99735,0.95158
917,0.93921,0.95645,0.96011,0.96468,0.89055,0.9483,0.97517,0.95392,0.9736,0.9885,0.95779,0.96313,0.96008,0.92548
15153,0.99897,0.99792,0.99875,0.99831,0.99737,0.99882,0.9984,0.99708,0.9979,0.99928,0.99778,1,0.9987,0.97799
17065,0.96639,0.9847,0.97854,0.96392,0.99005,0.96674,0.95284,0.93905,0.94381,0.98636,0.95243,0.95303,0.97392,0.93805
8047,0.99454,0.99422,0.99694,0.9931,0.99834,0.99484,0.99664,0.99615,0.99796,0.99669,0.99906,0.99913,0.99914,0.97836
35770,0.95652,0.99425,0.97941,0.94756,0.99633,0.99621,0.99323,0.99829,0.98976,0.99436,0.9696,0.94773,0.91951,0.89918
26054,0.99952,0.99859,0.99926,0.99999,0.99965,0.99953,0.99971,0.99944,0.99747,0.9992,1,1,0.9988,0.96627
4432,0.99916,0.99635,0.99581,0.99672,0.9988,0.99739,0.99537,0.99687,0.99709,0.99874,1,0.99962,0.99601,0.97419
24309,0.99938,0.999,0.99968,0.99954,0.99982,0.99752,0.9981,0.99989,0.99964,0.99951,0.99972,0.99984,0.99555,0.9747
4390,0.97071,0.94192,0.94478,0.95392,0.81746,0.974,0.96291,0.8895,0.84835,0.81577,0.96404,0.96848,0.95959,0.95506
32776,0.99967,0.99901,0.99945,0.99775,0.9994,0.99995,0.99954,0.99745,0.99681,0.99967,1,0.99,0.99993,0.99603
30020,0.99995,0.99977,0.99955,0.99942,0.99995,0.99988,0.99974,0.99966,0.99999,0.99975,1,1,0.99985,0.99562
22245,0.98744,0.97945,0.99935,0.99051,0.99122,0.99355,0.97039,0.97029,0.97182,0.98389,0.98105,0.9395,0.99805,0.97712
33732,0.94222,0.95763,0.94966,0.9615,0.91544,0.96255,0.97962,0.96402,0.90882,0.99472,0.95957,0.94666,0.98547,0.93078
33759,0.99948,0.9978,0.99898,0.99751,0.99893,0.9985,0.99803,0.9981,0.99852,0.99883,1,1,0.99906,0.99267
16035,0.99981,0.99842,0.99841,0.99892,0.99991,0.99944,0.9981,0.9991,0.99962,0.9997,1,1,0.99974,0.9827
3822,0.99481,0.98796,0.99916,0.99384,0.9871,0.98918,0.99368,0.98832,0.99622,0.98779,0.992,0.99535,0.99142,0.97578
29552,0.98379,0.99963,0.98142,0.96957,0.97608,0.99641,0.99891,0.98821,0.97783,0.99626,0.96672,0.9392,0.97711,0.90445
23030,0.98968,0.99815,0.99623,0.99355,0.99672,0.98057,0.98183,0.99186,0.95165,0.9916,1,0.94978,0.9974,0.92112
9575,0.99972,0.99962,0.99864,0.99136,0.99513,0.99739,0.99915,0.99603,0.99749,0.99889,1,1,0.99961,0.99381
10261,0.99731,0.99594,0.99723,0.97026,0.99565,0.99947,0.99426,0.99455,0.99807,0.99787,0.99714,0.96,0.97451,0.98103
32087,0.97482,0.97436,0.96759,0.95894,0.96529,0.98242,0.9639,0.98881,0.97553,0.92446,0.95655,0.98107,0.95595,0.90396
2668,0.99089,0.99695,0.98524,0.98914,0.98821,0.9882,0.98786,0.99696,0.98808,0.97533,1,0.99047,0.95938,0.97443
34695,0.91503,0.97397,0.94353,0.92338,0.99578,0.98091,0.92759,0.97555,0.97003,0.91362,0.92,0.84162,0.95836,0.91327
29492,0.99913,0.99759,0.99974,0.99563,0.99925,0.99825,0.9965,0.99952,0.99613,0.99899,0.9998,1,0.99883,0.98834
18576,0.99972,0.99902,0.99905,0.99909,0.99825,0.99974,0.99976,0.99845,0.99689,0.99926,1,1,0.99937,0.97287
26963,0.99696,0.99632,0.99588,0.99899,0.98349,0.99595,0.99828,0.99772,0.99878,0.99961,1,0.97822,0.97821,0.95394
14784,0.98223,0.99783,0.99552,0.9759,0.98223,0.99642,0.99829,0.98395,0.98104,0.96003,0.93733,0.93177,0.9642,0.96147
28534,0.99981,0.9997,0.99922,0.99944,0.99957,0.99987,0.99988,0.99955,0.99954,0.99952,1,1,0.99992,0.99409
8848,0.98803,0.98288,0.99093,0.99474,0.98587,0.98296,0.978,0.99675,0.99328,0.98707,0.95861,0.90095,0.97558,0.92185
14047,0.98119,0.94144,0.94422,0.89699,0.9088,0.95624,0.95712,0.92959,0.93629,0.91387,0.90879,0.93863,0.90308,0.89883
32393,0.9275,0.94771,0.90322,0.93606,0.83313,0.91362,0.86855,0.9928,0.76279,0.96307,0.92501,0.8702,0.92166,0.97351
9406,0.96568,0.90797,0.9246,0.97186,0.87636,0.94421,0.94732,0.86801,0.99753,0.77204,0.89265,0.95733,0.92184,0.93492
36094,0.93428,0.92097,0.95149,0.99601,0.94495,0.94443,0.95131,0.98734,0.93895,0.86737,0.97571,0.79048,0.98097,0.90502
45175,0.99986,0.99966,0.99946,0.9993,0.99883,0.99939,0.99888,0.99803,0.99991,0.99906,1,0.98,0.99031,0.97128
17430,0.99295,0.99734,0.99877,0.99966,0.99067,0.99875,0.99826,0.9973,0.99963,0.99604,1,1,0.98306,0.91406
47603,0.96771,0.96436,0.97282,0.95293,0.93116,0.94423,0.97926,0.94862,0.99001,0.90058,0.98315,0.97824,0.93932,0.91387
32341,0.97933,0.96533,0.96938,0.96278,0.99222,0.97665,0.98779,0.98943,0.99344,0.99401,0.988,0.98444,0.97511,0.93784
32689,0.9998,0.99941,0.99908,0.9996,0.99982,0.99974,0.9992,0.99988,0.99945,0.99905,0.98,1,0.99981,0.99134
28999,0.95413,0.965,0.96089,0.987,0.93375,0.94335,0.94652,0.88621,0.81523,0.9104,0.99723,0.89495,0.89652,0.9231
26391,0.99981,0.99914,0.99838,0.99916,0.99988,0.99956,0.99978,0.99892,0.9996,0.9993,0.995,1,0.99972,0.97954
45547,0.96463,0.97707,0.98261,0.98371,0.97599,0.98966,0.98907,0.94445,0.97155,0.99653,0.97249,0.97462,0.96395,0.9046
37729,0.95887,0.91824,0.8997,0.95772,0.95057,0.94414,0.9733,0.89648,0.97602,0.92622,0.97246,0.89142,0.94332,0.92481
16958,0.97535,0.97358,0.99214,0.99541,0.98217,0.97048,0.97139,0.98359,0.96176,0.99986,0.96463,0.98889,0.99743,0.94263
36642,0.99554,0.99367,0.99588,0.99495,0.99261,0.99508,0.99413,0.9931,0.99629,0.99852,0.98,1,0.99734,0.97871
18296,0.98991,0.9821,0.95249,0.97754,0.9966,0.95269,0.98274,0.97133,0.98367,0.99174,1,0.98,0.93379,0.90172
32771,0.95234,0.97579,0.91685,0.97948,0.96592,0.97638,0.98339,0.96725,0.93837,0.91751,0.93319,0.90371,0.97159,0.90883
34090,0.99798,0.99881,0.99918,0.99738,0.99301,0.99794,0.99706,0.99752,0.99658,0.99962,0.98,0.96,0.99749,0.99993
23911,0.99995,0.99879,0.99954,0.99883,0.99937,0.99993,0.99927,0.9988,0.99987,0.99983,1,1,0.99957,0.99415
39627,0.98792,0.98542,0.98858,0.97793,0.98202,0.98794,0.98512,0.97799,0.96844,0.98287,0.97677,0.96455,0.98304,0.98292
37227,0.97138,0.97302,0.98836,0.99487,0.99218,0.97705,0.96539,0.99408,0.98076,0.97503,0.98953,0.99914,0.99836,0.9511
27195,0.99986,0.99903,0.99467,0.99928,0.99984,0.99935,0.9965,0.99591,0.99803,0.98864,1,1,0.98708,0.94182
21366,0.96027,0.93767,0.9729,0.94297,0.99137,0.95372,0.98024,0.98941,0.96496,0.95608,0.98591,0.97591,0.95363,0.89962
20948,0.99991,0.99853,0.99925,0.99731,0.99943,0.99993,0.99974,0.99872,0.99986,0.99992,1,1,0.99978,0.99268
4451,0.99921,0.99903,0.99891,0.99851,0.99806,0.99933,0.99704,0.99888,0.99575,0.99846,1,0.99797,0.99795,0.97168
44841,0.98808,0.99659,0.99998,0.99271,0.97074,0.98937,0.99146,0.99791,0.97235,0.98742,0.99736,0.92726,0.92799,0.97428
4119,0.99874,0.99515,0.99489,0.99729,0.99188,0.99803,0.99086,0.99117,0.97928,0.9846,0.99498,0.98865,0.98979,0.95953
13140,0.99783,0.99769,0.99587,0.99836,0.99327,0.99057,0.99411,0.99606,0.9822,0.9891,0.98,0.94167,0.99501,0.92467
46337,0.99987,0.99978,0.99968,0.99916,0.99994,0.99994,0.99988,0.99961,0.99986,0.99976,1,1,0.99994,0.99697
20241,0.97799,0.97549,0.97261,0.98682,0.99845,0.97799,0.97176,0.99278,0.99041,0.94002,1,0.94584,0.96185,0.92945
15358,0.9999,0.99976,0.99953,0.99921,0.99951,0.99931,0.99962,0.99958,0.99998,0.99958,1,1,0.99964,0.97985
11876,0.96218,0.9313,0.9768,0.96023,0.93543,0.94356,0.95107,0.98402,0.90826,0.94424,0.9741,0.9493,0.90526,0.94087
26011,0.99814,0.99898,0.99953,0.99971,0.9988,0.99853,0.99635,0.9981,0.99768,0.99983,1,1,0.99475,0.96893
18800,0.93365,0.9205,0.95149,0.99596,0.97376,0.94429,0.93487,0.98279,0.89146,0.89426,0.97679,0.90988,0.99834,0.90556
27949,0.96658,0.96835,0.96669,0.95854,0.92015,0.97979,0.97282,0.96131,0.90814,0.84841,0.96467,0.87013,0.9985,0.95837
19771,0.99984,0.99535,0.99641,0.99424,0.99809,0.99967,0.99644,0.99953,0.99595,0.99988,0.94,0.94,0.93311,0.95459
24770,0.99347,0.96866,0.98156,0.94081,0.96873,0.9963,0.98858,0.97979,0.99494,0.9601,0.97607,0.96568,0.9884,0.94981
40272,0.98963,0.99141,0.98936,0.99778,0.98129,0.99293,0.98783,0.99662,0.99884,0.97784,1,0.97932,0.97397,0.89887
22761,0.99628,0.99275,0.99894,0.99506,0.9877,0.99478,0.99615,0.99735,0.98863,0.99787,1,0.9992,0.98882,0.94377
3711,0.9961,0.99723,0.99337,0.99862,0.99647,0.98944,0.99626,0.99349,0.97861,0.99488,0.95179,0.98,0.9576,0.91446
9603,0.99755,0.95007,0.9019,0.93578,0.91032,0.95883,0.94346,0.93987,0.96293,0.98988,0.94759,0.99639,0.99952,0.90217
41771,0.99987,0.99966,0.99945,0.99925,0.99918,0.99988,0.99999,0.99983,0.99941,0.99975,1,1,0.9999,0.99648
36142,0.99819,0.98216,0.99967,0.99918,0.99346,0.99913,0.99621,0.99938,0.99887,0.99846,0.98,1,0.99935,0.99986
23861,0.99461,0.98385,0.98036,0.99181,0.97298,0.989,0.98836,0.98133,0.98966,0.98276,0.99833,0.96,0.93964,0.92524
8508,0.99616,0.99741,0.9945,0.99403,0.9949,0.98705,0.99996,0.99704,0.99958,0.99317,0.96045,0.904,0.93106,0.91571
10021,0.99972,0.99974,0.99957,0.99902,0.99951,0.99993,0.99954,0.99984,0.99953,0.99983,1,1,0.99996,0.9986
13054,0.99609,0.99886,0.99526,0.99966,0.99847,0.9991,0.9953,0.99886,0.99816,0.99953,1,0.96,0.99861,0.98793
7104,0.99897,0.99773,0.99874,0.99839,0.99997,0.99881,0.99892,0.99845,0.99948,0.99967,1,1,0.99923,0.98452
48078,0.97712,0.94293,0.93546,0.93274,0.83754,0.95034,0.9569,0.87415,0.88039,0.86378,0.98541,0.89643,0.92802,0.93117
4203,0.99629,0.99652,0.99275,0.9989,0.97935,0.99608,0.99638,0.99717,0.98504,0.99145,0.99647,0.99796,0.96119,0.9664
10624,0.99925,0.99933,0.99896,0.99887,0.99681,0.9996,0.99976,0.9978,0.99496,0.98986,0.9994,0.88391,0.99971,0.9768
28579,0.99949,0.97997,0.97831,0.98166,0.96542,0.99685,0.98351,0.97151,0.95572,0.96832,0.99138,0.95097,0.97266,0.96424
46788,0.99848,0.99787,0.99705,0.99995,0.99476,0.99977,0.99918,0.99442,0.99411,0.99891,1,1,0.99938,0.975
4947,0.99535,0.9959,0.99597,0.99689,0.99845,0.99555,0.99616,0.99547,0.99876,0.99763,0.99977,0.99876,0.99389,0.97098
28891,0.99728,0.99143,0.99688,0.9846,0.97547,0.99023,0.98079,0.98684,0.97795,0.99762,0.98,0.97,0.99614,0.9155
